dataset,regime,noise_type,noise_rate,seed,alpha,gamma,score_name,threshold,threshold_direction,baseline_name,baseline_equivalence,prop_coverage,prop_risk,prop_n,prop_k,cert_n,cert_k,cert_risk_ucb,cert_coverage_lcb,certified,certified_coverage_at_alpha,test_coverage,test_risk,reason,delta_total,delta_risk,delta_coverage,delta_allocation,certificate_scope,n_certified_candidates,delta_risk_per_row,delta_coverage_per_row,run_dir,model,epochs,delta,cert_risk_emp,cert_coverage_emp,test_n,test_k,test_accuracy_all,zero_error_min_cert_n,cert_n_minus_zero_error_min_n
cifar100,clean,symmetric,0.0,1,0.05,1.0,margin,0.9047381808642064,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.5624,0.0476529160739687,1406,67,1422,64,0.05512775560219063,0.5522543705160214,False,0.0,0.5666,0.04394634662901518,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed1,resnet18,120,0.05,0.0450070323488045,0.5688,5666.0,249.0,0.7715,59.0,1363.0
cifar100,clean,symmetric,0.0,1,0.05,,msp,0.9866804871247552,>=,ltt_bonferroni,,0.4268,0.02436738519212746,1067,26,1072,27,0.049232511820817455,0.390451363216762,True,0.390451363216762,0.4362,0.024530032095369098,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_clean_seed1,resnet18,120,5e-05,0.025186567164179104,0.4288,4362.0,107.0,0.7715,194.0,878.0
cifar100,clean,symmetric,0.0,1,0.1,,full_coverage,,all,full_coverage,,1.0,0.2348,2500,587,2500,570,0.24223430144284727,0.99880242475684,False,0.0,1.0,0.2285,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed1,resnet18,120,,,,,,,,
cifar100,clean,symmetric,0.0,1,0.1,1.0,margin,0.5628908681558165,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.7328,0.09989082969432314,1832,183,1841,173,0.10591367725789162,0.7215052148176688,False,0.0,0.7341,0.09562729873314263,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed1,resnet18,120,0.05,0.09397066811515481,0.7364,7341.0,702.0,0.7715,29.0,1812.0
cifar100,clean,symmetric,0.0,1,0.1,,margin,0.7120726238507569,>=,ltt_bonferroni,,0.6776,0.08028335301062574,1694,136,1700,119,0.09705975662772301,0.6428028502350915,True,0.6428028502350915,0.6782,0.07519905632556768,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_clean_seed1,resnet18,120,5e-05,0.07,0.68,6782.0,510.0,0.7715,94.0,1606.0
cifar100,clean,symmetric,0.0,2,0.05,,full_coverage,,all,full_coverage,,1.0,0.2184,2500,546,2500,590,0.2503942494534368,0.99880242475684,False,0.0,1.0,0.2295,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed2,resnet18,120,,,,,,,,
cifar100,clean,symmetric,0.0,2,0.05,1.0,margin,0.8614816273178652,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.5924,0.049966239027684,1481,74,1512,87,0.06837800248949266,0.588431858024107,False,0.0,0.6037,0.052675169786317706,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed2,resnet18,120,0.05,0.057539682539682536,0.6048,6037.0,318.0,0.7705,59.0,1453.0
cifar100,clean,symmetric,0.0,2,0.05,,margin,0.9934956040034516,>=,ltt_bonferroni,,0.3616,0.014380530973451327,904,13,891,21,0.04994530162295687,0.3195937044012064,True,0.3195937044012064,0.3666,0.015002727768685215,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_clean_seed2,resnet18,120,5e-05,0.02356902356902357,0.3564,3666.0,55.0,0.7705,194.0,697.0
cifar100,clean,symmetric,0.0,2,0.1,,full_coverage,,all,full_coverage,,1.0,0.2184,2500,546,2500,590,0.2503942494534368,0.99880242475684,False,0.0,1.0,0.2295,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed2,resnet18,120,,,,,,,,
cifar100,clean,symmetric,0.0,2,0.1,1.0,msp,0.6558339078758824,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.758,0.09973614775725594,1895,189,1864,208,0.12430817087614913,0.7308635409454829,False,0.0,0.7507,0.10523511389369922,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed2,resnet18,120,0.05,0.11158798283261803,0.7456,7507.0,790.0,0.7705,29.0,1835.0
cifar100,clean,symmetric,0.0,2,0.1,,margin,0.7703350318065232,>=,ltt_bonferroni,,0.6424,0.0684931506849315,1606,110,1636,113,0.09657081569010016,0.6166054974460249,True,0.6166054974460249,0.6542,0.06741057780495262,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_clean_seed2,resnet18,120,5e-05,0.06907090464547677,0.6544,6542.0,441.0,0.7705,94.0,1542.0
cifar100,sym35,symmetric,0.35,0,0.05,,full_coverage,,all,full_coverage,,1.0,0.4532,2500,1133,2500,1253,0.5178411828964915,0.99880242475684,False,0.0,1.0,0.4668,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed0,resnet18,120,,,,,,,,
cifar100,sym35,symmetric,0.35,0,0.05,1.0,margin,0.9863133300415484,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.1508,0.04774535809018567,377,18,341,20,0.08408781255459653,0.12522861238049937,False,0.0,0.1529,0.06671026814911707,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed0,resnet18,120,0.05,0.05865102639296188,0.1364,1529.0,102.0,0.5332,59.0,282.0
cifar100,sym35,symmetric,0.35,0,0.05,,entropy,0.8723286043037831,<=,ltt_bonferroni,,1.0,0.4532,2500,1133,2500,1253,0.5402372496958894,0.9960464409536965,False,0.0,1.0,0.4668,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_sym35_seed0,resnet18,120,5e-05,0.5012,1.0,10000.0,4668.0,0.5332,194.0,2306.0
cifar100,sym35,symmetric,0.35,0,0.1,,full_coverage,,all,full_coverage,,1.0,0.4532,2500,1133,2500,1253,0.5178411828964915,0.99880242475684,False,0.0,1.0,0.4668,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed0,resnet18,120,,,,,,,,
cifar100,sym35,symmetric,0.35,0,0.1,1.0,margin,0.9112324365128758,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.2812,0.09957325746799431,703,70,644,76,0.14101521993579502,0.24322902002284424,False,0.0,0.2835,0.10652557319223986,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed0,resnet18,120,0.05,0.11801242236024845,0.2576,2835.0,302.0,0.5332,29.0,615.0
cifar100,sym35,symmetric,0.35,0,0.1,,entropy,0.010273458629094448,<=,ltt_bonferroni,,0.1216,0.03618421052631579,304,11,267,9,0.09849596386817078,0.08423224266920648,True,0.08423224266920648,0.124,0.05806451612903226,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_sym35_seed0,resnet18,120,5e-05,0.033707865168539325,0.1068,1240.0,72.0,0.5332,94.0,173.0
cifar100,sym35,symmetric,0.35,1,0.05,,full_coverage,,all,full_coverage,,1.0,0.4616,2500,1154,2500,1205,0.4986472333470994,0.99880242475684,False,0.0,1.0,0.4674,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed1,resnet18,120,,,,,,,,
cifar100,sym35,symmetric,0.35,1,0.05,1.0,margin,0.9867966704800741,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.1556,0.04884318766066838,389,19,356,18,0.07405821236211706,0.13101794714112514,False,0.0,0.1559,0.05772931366260423,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed1,resnet18,120,0.05,0.05056179775280899,0.1424,1559.0,90.0,0.5326,59.0,297.0
cifar100,sym35,symmetric,0.35,1,0.05,,entropy,0.8403549100492214,<=,ltt_bonferroni,,1.0,0.4616,2500,1154,2500,1205,0.5210927151233369,0.9960464409536965,False,0.0,0.9999,0.4673467346734673,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_sym35_seed1,resnet18,120,5e-05,0.482,1.0,9999.0,4673.0,0.5326,194.0,2306.0
cifar100,sym35,symmetric,0.35,1,0.1,,full_coverage,,all,full_coverage,,1.0,0.4616,2500,1154,2500,1205,0.4986472333470994,0.99880242475684,False,0.0,1.0,0.4674,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed1,resnet18,120,,,,,,,,
cifar100,sym35,symmetric,0.35,1,0.1,1.0,msp,0.9344803981549296,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.2864,0.09916201117318436,716,71,710,85,0.14164712466055632,0.26915814964618373,False,0.0,0.288,0.1111111111111111,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed1,resnet18,120,0.05,0.11971830985915492,0.284,2880.0,320.0,0.5326,29.0,681.0
cifar100,sym35,symmetric,0.35,1,0.1,,entropy,0.013901101259946808,<=,ltt_bonferroni,,0.1416,0.0480225988700565,354,17,332,13,0.09767179576396061,0.10775805087455699,True,0.10775805087455699,0.1447,0.05597788527988943,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_sym35_seed1,resnet18,120,5e-05,0.0391566265060241,0.1328,1447.0,81.0,0.5326,94.0,238.0
cifar100,sym35,symmetric,0.35,2,0.05,,full_coverage,,all,full_coverage,,1.0,0.466,2500,1165,2500,1200,0.4966464684565346,0.99880242475684,False,0.0,1.0,0.4678,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed2,resnet18,120,,,,,,,,
cifar100,sym35,symmetric,0.35,2,0.05,1.0,margin,0.988577072263399,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.1356,0.0471976401179941,339,16,362,29,0.10762371056634602,0.13333564533304096,False,0.0,0.1399,0.058613295210864905,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed2,resnet18,120,0.05,0.08011049723756906,0.1448,1399.0,82.0,0.5322,59.0,303.0
cifar100,sym35,symmetric,0.35,2,0.05,,entropy,0.8606463935221446,<=,ltt_bonferroni,,1.0,0.466,2500,1165,2500,1200,0.519095200556104,0.9960464409536965,False,0.0,1.0,0.4678,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_sym35_seed2,resnet18,120,5e-05,0.48,1.0,10000.0,4678.0,0.5322,194.0,2306.0
cifar100,sym35,symmetric,0.35,2,0.1,,full_coverage,,all,full_coverage,,1.0,0.466,2500,1165,2500,1200,0.4966464684565346,0.99880242475684,False,0.0,1.0,0.4678,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed2,resnet18,120,,,,,,,,
cifar100,sym35,symmetric,0.35,2,0.1,1.0,entropy,0.056163077216011145,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.2472,0.09870550161812297,618,61,601,64,0.1294785044437598,0.22637229677405157,False,0.0,0.2446,0.09157808667211774,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_sym35_seed2,resnet18,120,0.05,0.1064891846921797,0.2404,2446.0,224.0,0.5322,29.0,572.0
cifar100,sym35,symmetric,0.35,2,0.1,,entropy,0.8606463935221446,<=,ltt_bonferroni,,1.0,0.466,2500,1165,2500,1200,0.519095200556104,0.9960464409536965,False,0.0,1.0,0.4678,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_sym35_seed2,resnet18,120,5e-05,0.48,1.0,10000.0,4678.0,0.5322,94.0,2406.0
cifar10,asym20,asymmetric,0.2,0,0.05,,full_coverage,,all,full_coverage,,1.0,0.1884,2500,471,2500,479,0.20501229962247863,0.99880242475684,False,0.0,1.0,0.1998,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed0,resnet18,120,,,,,,,,
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,entropy,0.015970412044274785,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.3976,0.04929577464788732,994,49,965,47,0.061689987335766805,0.3698895598051723,False,0.0,0.3922,0.05379908210096889,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed0,resnet18,120,0.05,0.04870466321243523,0.386,3922.0,211.0,0.8002,59.0,906.0
cifar10,asym20,asymmetric,0.2,0,0.05,,entropy,0.8048955356566202,<=,ltt_bonferroni,,1.0,0.1884,2500,471,2500,479,0.2236830263392802,0.9960464409536965,False,0.0,1.0,0.1998,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_asym20_seed0,resnet18,120,5e-05,0.1916,1.0,10000.0,1998.0,0.8002,194.0,2306.0
cifar10,asym20,asymmetric,0.2,0,0.1,,full_coverage,,all,full_coverage,,1.0,0.1884,2500,471,2500,479,0.20501229962247863,0.99880242475684,False,0.0,1.0,0.1998,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed0,resnet18,120,,,,,,,,
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,msp,0.9303136138643359,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.7128,0.09876543209876543,1782,176,1729,165,0.10785786192636587,0.6760458833718234,False,0.0,0.7052,0.10734543391945547,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed0,resnet18,120,0.05,0.09543088490456912,0.6916,7052.0,757.0,0.8002,29.0,1700.0
cifar10,asym20,asymmetric,0.2,0,0.1,,entropy,0.048866134415534244,<=,ltt_bonferroni,,0.5732,0.07536636427076064,1433,108,1395,96,0.09883872087722378,0.5189762601989898,True,0.5189762601989898,0.563,0.07353463587921848,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_asym20_seed0,resnet18,120,5e-05,0.06881720430107527,0.558,5630.0,414.0,0.8002,94.0,1301.0
cifar10,asym20,asymmetric,0.2,1,0.05,,full_coverage,,all,full_coverage,,1.0,0.182,2500,455,2500,494,0.21115914811164047,0.99880242475684,False,0.0,1.0,0.2021,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed1,resnet18,120,,,,,,,,
cifar10,asym20,asymmetric,0.2,1,0.05,1.0,msp,0.9957764889383326,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.3816,0.049266247379454925,954,47,988,46,0.05914142869535004,0.37901375547465527,False,0.0,0.3743,0.05503606732567459,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed1,resnet18,120,0.05,0.0465587044534413,0.3952,3743.0,206.0,0.7979,59.0,929.0
cifar10,asym20,asymmetric,0.2,1,0.05,,energy,-3.4085347066693803,<=,ltt_bonferroni,,1.0,0.182,2500,455,2499,493,0.22968468806661194,0.9950088277370117,False,0.0,0.9996,0.20188075230092037,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_asym20_seed1,resnet18,120,5e-05,0.19727891156462585,0.9996,9996.0,2018.0,0.7979,194.0,2305.0
cifar10,asym20,asymmetric,0.2,1,0.1,,full_coverage,,all,full_coverage,,1.0,0.182,2500,455,2500,494,0.21115914811164047,0.99880242475684,False,0.0,1.0,0.2021,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed1,resnet18,120,,,,,,,,
cifar10,asym20,asymmetric,0.2,1,0.1,1.0,msp,0.944658489193265,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.7076,0.0994912379875636,1769,176,1742,172,0.11128717102219315,0.6813133973954427,False,0.0,0.6875,0.1037090909090909,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed1,resnet18,120,0.05,0.09873708381171067,0.6968,6875.0,713.0,0.7979,29.0,1713.0
cifar10,asym20,asymmetric,0.2,1,0.1,,entropy,0.053905842941788254,<=,ltt_bonferroni,,0.6184,0.08279430789133248,1546,128,1510,106,0.0991381403927949,0.565369772498592,True,0.565369772498592,0.59,0.0840677966101695,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_asym20_seed1,resnet18,120,5e-05,0.07019867549668875,0.604,5900.0,496.0,0.7979,94.0,1416.0
cifar10,asym20,asymmetric,0.2,2,0.05,,full_coverage,,all,full_coverage,,1.0,0.1956,2500,489,2500,488,0.20870097935345938,0.99880242475684,False,0.0,1.0,0.1923,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed2,resnet18,120,,,,,,,,
cifar10,asym20,asymmetric,0.2,2,0.05,1.0,msp,0.9918686759600834,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.472,0.04915254237288136,1180,58,1115,72,0.07800823483725068,0.4295007130162171,False,0.0,0.4589,0.05927217258662018,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed2,resnet18,120,0.05,0.06457399103139014,0.446,4589.0,272.0,0.8077,59.0,1056.0
cifar10,asym20,asymmetric,0.2,2,0.05,,entropy,0.7449204771363767,<=,ltt_bonferroni,,1.0,0.1956,2500,489,2499,487,0.22715133552563724,0.9950088277370117,False,0.0,0.9998,0.1922384476895379,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_asym20_seed2,resnet18,120,5e-05,0.1948779511804722,0.9996,9998.0,1922.0,0.8077,194.0,2305.0
cifar10,asym20,asymmetric,0.2,2,0.1,,full_coverage,,all,full_coverage,,1.0,0.1956,2500,489,2500,488,0.20870097935345938,0.99880242475684,False,0.0,1.0,0.1923,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed2,resnet18,120,,,,,,,,
cifar10,asym20,asymmetric,0.2,2,0.1,1.0,msp,0.931971278452505,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.7176,0.09921962095875139,1794,178,1779,189,0.11902319676688465,0.6963181854600549,False,0.0,0.7124,0.10303200449185851,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_asym20_seed2,resnet18,120,0.05,0.10623946037099494,0.7116,7124.0,734.0,0.8077,29.0,1750.0
cifar10,asym20,asymmetric,0.2,2,0.1,,margin,0.9839519675456893,>=,ltt_bonferroni,,0.482,0.053112033195020746,1205,64,1146,76,0.09939804621501849,0.4196664836192861,True,0.4196664836192861,0.4691,0.06054146237476018,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_asym20_seed2,resnet18,120,5e-05,0.06631762652705062,0.4584,4691.0,284.0,0.8077,94.0,1052.0
cifar10,clean,symmetric,0.0,0,0.05,,full_coverage,,all,full_coverage,,1.0,0.0528,2500,132,2500,109,0.050926566278749745,0.99880242475684,False,0.0,1.0,0.0518,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed0,resnet18,120,,,,,,,,
cifar10,clean,symmetric,0.0,0,0.05,1.0,energy,-4.156602306745967,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.9948,0.04905508644953759,2487,122,2484,98,0.04649499540148779,0.9902956707397151,True,0.9902956707397151,0.9944,0.04827031375703942,certified,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed0,resnet18,120,0.05,0.039452495974235106,0.9936,9944.0,480.0,0.9482,59.0,2425.0
cifar10,clean,symmetric,0.0,0,0.05,,maxlogit,4.524044331833346,>=,ltt_bonferroni,,0.9788,0.04168369431957499,2447,102,2455,82,0.04977795780791499,0.9693149821867276,True,0.9693149821867276,0.9829,0.04181503713500865,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_clean_seed0,resnet18,120,5e-05,0.03340122199592668,0.982,9829.0,411.0,0.9482,194.0,2261.0
cifar10,clean,symmetric,0.0,0,0.1,,full_coverage,,all,full_coverage,,1.0,0.0528,2500,132,2500,109,0.050926566278749745,0.99880242475684,True,0.99880242475684,1.0,0.0518,certified,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed0,resnet18,120,,,,,,,,
cifar10,clean,symmetric,0.0,0,0.1,1.0,energy,-3.5614808400768005,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,1.0,0.0528,2500,132,2499,109,0.05094686683033124,0.998103874431242,True,0.998103874431242,0.9986,0.050570799118766274,certified,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed0,resnet18,120,0.05,0.04361744697879152,0.9996,9986.0,505.0,0.9482,29.0,2470.0
cifar10,clean,symmetric,0.0,0,0.1,,entropy,0.6949336117420268,<=,ltt_bonferroni,,1.0,0.0528,2500,132,2500,109,0.061654411622555624,0.9960464409536965,True,0.9960464409536965,0.999,0.05095095095095095,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_clean_seed0,resnet18,120,5e-05,0.0436,1.0,9990.0,509.0,0.9482,94.0,2406.0
cifar10,clean,symmetric,0.0,1,0.05,,full_coverage,,all,full_coverage,,1.0,0.0448,2500,112,2500,105,0.049209565305063166,0.99880242475684,True,0.99880242475684,1.0,0.052,certified,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed1,resnet18,120,,,,,,,,
cifar10,clean,symmetric,0.0,1,0.05,1.0,energy,-3.193136326856295,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,1.0,0.0448,2500,112,2500,105,0.049209565305063166,0.99880242475684,True,0.99880242475684,1.0,0.052,certified,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed1,resnet18,120,0.05,0.042,1.0,10000.0,520.0,0.948,59.0,2441.0
cifar10,clean,symmetric,0.0,1,0.05,,entropy,0.3426733323302629,<=,ltt_bonferroni,,0.9796,0.032666394446712946,2449,80,2447,81,0.04944971226881606,0.9652785865462634,True,0.9652785865462634,0.9784,0.04180294358135732,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_clean_seed1,resnet18,120,5e-05,0.03310175725378014,0.9788,9784.0,409.0,0.948,194.0,2253.0
cifar10,clean,symmetric,0.0,1,0.1,,full_coverage,,all,full_coverage,,1.0,0.0448,2500,112,2500,105,0.049209565305063166,0.99880242475684,True,0.99880242475684,1.0,0.052,certified,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed1,resnet18,120,,,,,,,,
cifar10,clean,symmetric,0.0,1,0.1,1.0,energy,-3.193136326856295,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,1.0,0.0448,2500,112,2500,105,0.049209565305063166,0.99880242475684,True,0.99880242475684,1.0,0.052,certified,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed1,resnet18,120,0.05,0.042,1.0,10000.0,520.0,0.948,29.0,2471.0
cifar10,clean,symmetric,0.0,1,0.1,,entropy,0.7268671296611796,<=,ltt_bonferroni,,1.0,0.0448,2500,112,2500,105,0.059782418544389364,0.9960464409536965,True,0.9960464409536965,0.9999,0.052005200520052,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_clean_seed1,resnet18,120,5e-05,0.042,1.0,9999.0,520.0,0.948,94.0,2406.0
cifar10,clean,symmetric,0.0,2,0.05,,full_coverage,,all,full_coverage,,1.0,0.0452,2500,113,2500,110,0.05135542905013528,0.99880242475684,False,0.0,1.0,0.0519,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed2,resnet18,120,,,,,,,,
cifar10,clean,symmetric,0.0,2,0.05,1.0,energy,-2.8887997650792023,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,1.0,0.0452,2500,113,2500,110,0.05135542905013528,0.99880242475684,False,0.0,1.0,0.0519,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed2,resnet18,120,0.05,0.044,1.0,10000.0,519.0,0.9480999999999999,59.0,2441.0
cifar10,clean,symmetric,0.0,2,0.05,,energy,-5.225567634713122,<=,ltt_bonferroni,,0.9696,0.03176567656765677,2424,77,2440,81,0.049590366948698755,0.9618001851174043,True,0.9618001851174043,0.9759,0.04221744031150733,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar10_clean_seed2,resnet18,120,5e-05,0.033196721311475406,0.976,9759.0,412.0,0.9480999999999999,194.0,2246.0
cifar10,clean,symmetric,0.0,2,0.1,,full_coverage,,all,full_coverage,,1.0,0.0452,2500,113,2500,110,0.05135542905013528,0.99880242475684,True,0.99880242475684,1.0,0.0519,certified,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar10_clean_seed2,resnet18,120,,,,,,,,
