dataset,regime,noise_type,noise_rate,seed,alpha,gamma,score_name,threshold,threshold_direction,baseline_name,baseline_equivalence,prop_coverage,prop_risk,prop_n,prop_k,cert_n,cert_k,cert_risk_ucb,cert_coverage_lcb,certified,certified_coverage_at_alpha,test_coverage,test_risk,reason,delta_total,delta_risk,delta_coverage,delta_allocation,certificate_scope,n_certified_candidates,delta_risk_per_row,delta_coverage_per_row,run_dir,model,epochs,delta,cert_risk_emp,cert_coverage_emp,test_n,test_k,test_accuracy_all,zero_error_min_cert_n,cert_n_minus_zero_error_min_n
cifar100,asym20,asymmetric,0.2,2,0.1,1.0,msp,0.903456963637902,>=,no_buffer_proposal,gamma_1_srcc_row,0.4416,0.0996376811594202,1104,110,1117,141,0.1489664354584298,0.4255244357388017,False,0.0,0.443,0.0993227990970654,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_asym20_seed2,resnet18,120,0.0166666666666666,0.126230975828111,0.4468,4430.0,440.0,0.649,39.0,1078.0
cifar100,clean,symmetric,0.0,0,0.05,1.0,margin,0.8715674941426079,>=,no_buffer_proposal,gamma_1_srcc_row,0.6024,0.049136786188579,1506,74,1471,89,0.0751148609789701,0.567146449852005,False,0.0,0.5977,0.0523674083988623,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed0,resnet18,120,0.0166666666666666,0.0605030591434398,0.5884,5977.0,313.0,0.7714,80.0,1391.0
cifar100,clean,symmetric,0.0,0,0.1,1.0,msp,0.68135959974781,>=,no_buffer_proposal,gamma_1_srcc_row,0.7628,0.0996329313057157,1907,190,1869,197,0.1215086772821431,0.7285841210939821,False,0.0,0.7456,0.104881974248927,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed0,resnet18,120,0.0166666666666666,0.1054039593365436,0.7476,7456.0,782.0,0.7714,39.0,1830.0
cifar100,clean,symmetric,0.0,1,0.05,1.0,margin,0.9047381808642064,>=,no_buffer_proposal,gamma_1_srcc_row,0.5624,0.0476529160739687,1406,67,1422,64,0.0581885244950702,0.547440397554583,False,0.0,0.5666,0.0439463466290151,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed1,resnet18,120,0.0166666666666666,0.0450070323488045,0.5688,5666.0,249.0,0.7715,80.0,1342.0
cifar100,clean,symmetric,0.0,1,0.1,1.0,margin,0.5628908681558165,>=,no_buffer_proposal,gamma_1_srcc_row,0.7328,0.0998908296943231,1832,183,1841,173,0.1094708355243065,0.7171360524112251,False,0.0,0.7341,0.0956272987331426,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed1,resnet18,120,0.0166666666666666,0.0939706681151548,0.7364,7341.0,702.0,0.7715,39.0,1802.0
cifar100,clean,symmetric,0.0,2,0.05,1.0,margin,0.8614816273178652,>=,no_buffer_proposal,gamma_1_srcc_row,0.5924,0.049966239027684,1481,74,1512,87,0.0716379943166233,0.5836614848899104,False,0.0,0.6037,0.0526751697863177,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed2,resnet18,120,0.0166666666666666,0.0575396825396825,0.6048,6037.0,318.0,0.7705,80.0,1432.0
cifar100,clean,symmetric,0.0,2,0.1,1.0,msp,0.6558339078758824,>=,no_buffer_proposal,gamma_1_srcc_row,0.758,0.0997361477572559,1895,189,1864,208,0.1280867903465029,0.7265386514490957,False,0.0,0.7507,0.1052351138936992,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_clean_seed2,resnet18,120,0.0166666666666666,0.111587982832618,0.7456,7507.0,790.0,0.7705,39.0,1825.0
cifar100,sym35,symmetric,0.35,0,0.05,1.0,margin,0.9863133300415484,>=,no_buffer_proposal,gamma_1_srcc_row,0.1508,0.0477453580901856,377,18,341,20,0.0918906159012731,0.1220923093240026,False,0.0,0.1529,0.066710268149117,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_sym35_seed0,resnet18,120,0.0166666666666666,0.0586510263929618,0.1364,1529.0,102.0,0.5332,80.0,261.0
cifar100,sym35,symmetric,0.35,0,0.1,1.0,margin,0.9112324365128758,>=,no_buffer_proposal,gamma_1_srcc_row,0.2812,0.0995732574679943,703,70,644,76,0.1478818889305826,0.2391259921862272,False,0.0,0.2835,0.1065255731922398,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_sym35_seed0,resnet18,120,0.0166666666666666,0.1180124223602484,0.2576,2835.0,302.0,0.5332,39.0,605.0
cifar100,sym35,symmetric,0.35,1,0.05,1.0,margin,0.986796670480074,>=,no_buffer_proposal,gamma_1_srcc_row,0.1556,0.0488431876606683,389,19,356,18,0.0812975714907501,0.1278184689579879,False,0.0,0.1559,0.0577293136626042,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_sym35_seed1,resnet18,120,0.0166666666666666,0.0505617977528089,0.1424,1559.0,90.0,0.5326,80.0,276.0
cifar100,sym35,symmetric,0.35,1,0.1,1.0,msp,0.9344803981549296,>=,no_buffer_proposal,gamma_1_srcc_row,0.2864,0.0991620111731843,716,71,710,85,0.1481871262320718,0.2649108197753568,False,0.0,0.288,0.1111111111111111,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_sym35_seed1,resnet18,120,0.0166666666666666,0.1197183098591549,0.284,2880.0,320.0,0.5326,39.0,671.0
cifar100,sym35,symmetric,0.35,2,0.05,1.0,margin,0.988577072263399,>=,no_buffer_proposal,gamma_1_srcc_row,0.1356,0.0471976401179941,339,16,362,29,0.115969257723324,0.1301114725298218,False,0.0,0.1399,0.0586132952108649,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_sym35_seed2,resnet18,120,0.0166666666666666,0.080110497237569,0.1448,1399.0,82.0,0.5322,80.0,282.0
cifar100,sym35,symmetric,0.35,2,0.1,1.0,entropy,0.0561630772160111,<=,no_buffer_proposal,gamma_1_srcc_row,0.2472,0.0987055016181229,618,61,601,64,0.1363618848916696,0.222373985340078,False,0.0,0.2446,0.0915780866721177,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar100_sym35_seed2,resnet18,120,0.0166666666666666,0.1064891846921797,0.2404,2446.0,224.0,0.5322,39.0,562.0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,entropy,0.0159704120442747,<=,no_buffer_proposal,gamma_1_srcc_row,0.3976,0.0492957746478873,994,49,965,47,0.0656310904888254,0.3652461868863348,False,0.0,0.3922,0.0537990821009688,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_asym20_seed0,resnet18,120,0.0166666666666666,0.0487046632124352,0.386,3922.0,211.0,0.8002,80.0,885.0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,msp,0.930313613864336,>=,no_buffer_proposal,gamma_1_srcc_row,0.7128,0.0987654320987654,1782,176,1729,165,0.1115597306088707,0.6714938710813749,False,0.0,0.7052,0.1073454339194554,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_asym20_seed0,resnet18,120,0.0166666666666666,0.0954308849045691,0.6916,7052.0,757.0,0.8002,39.0,1690.0
cifar10,asym20,asymmetric,0.2,1,0.05,1.0,msp,0.9957764889383326,>=,no_buffer_proposal,gamma_1_srcc_row,0.3816,0.0492662473794549,954,47,988,46,0.0629630708578711,0.3743459867129735,False,0.0,0.3743,0.0550360673256745,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_asym20_seed1,resnet18,120,0.0166666666666666,0.0465587044534413,0.3952,3743.0,206.0,0.7979,80.0,908.0
cifar10,asym20,asymmetric,0.2,1,0.1,1.0,msp,0.944658489193265,>=,no_buffer_proposal,gamma_1_srcc_row,0.7076,0.0994912379875636,1769,176,1742,172,0.1150235598022671,0.6767799649039759,False,0.0,0.6875,0.1037090909090909,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_asym20_seed1,resnet18,120,0.0166666666666666,0.0987370838117106,0.6968,6875.0,713.0,0.7979,39.0,1703.0
cifar10,asym20,asymmetric,0.2,2,0.05,1.0,msp,0.9918686759600834,>=,no_buffer_proposal,gamma_1_srcc_row,0.472,0.0491525423728813,1180,58,1115,72,0.0820532025630924,0.4247291885636531,False,0.0,0.4589,0.0592721725866201,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_asym20_seed2,resnet18,120,0.0166666666666666,0.0645739910313901,0.446,4589.0,272.0,0.8077,80.0,1035.0
cifar10,asym20,asymmetric,0.2,2,0.1,1.0,msp,0.931971278452505,>=,no_buffer_proposal,gamma_1_srcc_row,0.7176,0.0992196209587513,1794,178,1779,189,0.1228244127566729,0.6918413386365712,False,0.0,0.7124,0.1030320044918585,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_asym20_seed2,resnet18,120,0.0166666666666666,0.1062394603709949,0.7116,7124.0,734.0,0.8077,39.0,1740.0
cifar10,clean,symmetric,0.0,0,0.05,1.0,energy,-4.156602306745967,<=,no_buffer_proposal,gamma_1_srcc_row,0.9948,0.0490550864495375,2487,122,2484,98,0.0486154270411234,0.989259519842837,True,0.989259519842837,0.9944,0.0482703137570394,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed0,resnet18,120,0.0166666666666666,0.0394524959742351,0.9936,9944.0,480.0,0.9482,80.0,2404.0
cifar10,clean,symmetric,0.0,0,0.1,1.0,energy,-3.5614808400768005,<=,no_buffer_proposal,gamma_1_srcc_row,1.0,0.0528,2500,132,2499,109,0.0531500003885623,0.9975836649636104,True,0.9975836649636104,0.9986,0.0505707991187662,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed0,resnet18,120,0.0166666666666666,0.0436174469787915,0.9996,9986.0,505.0,0.9482,39.0,2460.0
cifar10,clean,symmetric,0.0,1,0.05,1.0,energy,-3.193136326856295,<=,no_buffer_proposal,gamma_1_srcc_row,1.0,0.0448,2500,112,2500,105,0.051377959172236,0.998363602535883,False,0.0,1.0,0.052,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed1,resnet18,120,0.0166666666666666,0.042,1.0,10000.0,520.0,0.948,80.0,2420.0
cifar10,clean,symmetric,0.0,1,0.1,1.0,energy,-3.193136326856295,<=,no_buffer_proposal,gamma_1_srcc_row,1.0,0.0448,2500,112,2500,105,0.051377959172236,0.998363602535883,True,0.998363602535883,1.0,0.052,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed1,resnet18,120,0.0166666666666666,0.042,1.0,10000.0,520.0,0.948,39.0,2461.0
cifar10,clean,symmetric,0.0,2,0.05,1.0,energy,-2.8887997650792023,<=,no_buffer_proposal,gamma_1_srcc_row,1.0,0.0452,2500,113,2500,110,0.0535660678474299,0.998363602535883,False,0.0,1.0,0.0519,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed2,resnet18,120,0.0166666666666666,0.044,1.0,10000.0,519.0,0.9481,80.0,2420.0
cifar10,clean,symmetric,0.0,2,0.1,1.0,energy,-2.8887997650792023,<=,no_buffer_proposal,gamma_1_srcc_row,1.0,0.0452,2500,113,2500,110,0.0535660678474299,0.998363602535883,True,0.998363602535883,1.0,0.0519,certified,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_clean_seed2,resnet18,120,0.0166666666666666,0.044,1.0,10000.0,519.0,0.9481,39.0,2461.0
cifar10,sym35,symmetric,0.35,0,0.05,1.0,entropy,0.0034839214370095,<=,no_buffer_proposal,gamma_1_srcc_row,0.1216,0.0493421052631578,304,15,260,17,0.1059999914241893,0.0913505187022528,False,0.0,0.1089,0.0413223140495867,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.0166666666666666,0.0653846153846153,0.104,1089.0,45.0,0.6759999999999999,80.0,180.0
cifar10,sym35,symmetric,0.35,0,0.1,1.0,margin,0.9821069098352028,>=,no_buffer_proposal,gamma_1_srcc_row,0.3264,0.0980392156862745,816,80,774,64,0.1062808535557831,0.2899916745261695,False,0.0,0.31,0.0919354838709677,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.0166666666666666,0.082687338501292,0.3096,3100.0,285.0,0.6759999999999999,39.0,735.0
cifar10,sym35,symmetric,0.35,1,0.05,1.0,margin,0.9977038264095855,>=,no_buffer_proposal,gamma_1_srcc_row,0.1356,0.0471976401179941,339,16,319,22,0.1055815382232475,0.1137112383450798,False,0.0,0.1267,0.0631412786108918,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_sym35_seed1,resnet18,120,0.0166666666666666,0.0689655172413793,0.1276,1267.0,80.0,0.6700999999999999,80.0,239.0
cifar10,sym35,symmetric,0.35,1,0.1,1.0,margin,0.9479904473009292,>=,no_buffer_proposal,gamma_1_srcc_row,0.4168,0.0988483685220729,1042,103,1028,111,0.1303717969711693,0.3901900153685774,False,0.0,0.4026,0.1234475906607054,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_sym35_seed1,resnet18,120,0.0166666666666666,0.107976653696498,0.4112,4026.0,497.0,0.6700999999999999,39.0,989.0
cifar10,sym35,symmetric,0.35,2,0.05,1.0,margin,0.9980670895978706,>=,no_buffer_proposal,gamma_1_srcc_row,0.1156,0.0484429065743944,289,14,287,16,0.0919796140746519,0.1015607994078321,False,0.0,0.117,0.0504273504273504,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_sym35_seed2,resnet18,120,0.0166666666666666,0.0557491289198606,0.1148,1170.0,59.0,0.6899,80.0,207.0
cifar10,sym35,symmetric,0.35,2,0.1,1.0,msp,0.95464459990727,>=,no_buffer_proposal,gamma_1_srcc_row,0.4568,0.0998248686514886,1142,114,1116,119,0.1279504500355885,0.425126805229417,False,0.0,0.4457,0.1150998429436841,high_cert_error_ucb,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,runs/srcc_cifar10_sym35_seed2,resnet18,120,0.0166666666666666,0.1066308243727598,0.4464,4457.0,513.0,0.6899,39.0,1077.0
cifar100,asym20,asymmetric,0.2,0,0.05,,full_coverage,,all,full_coverage,,1.0,0.3588,2500,897,2500,886,0.37045639573484135,0.99880242475684,False,0.0,1.0,0.3523,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed0,resnet18,120,,,,,,,,
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,entropy,0.017972456622645974,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.2572,0.04665629860031104,643,30,582,25,0.05947989916737757,0.21893378050282208,False,0.0,0.2409,0.04649232046492321,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed0,resnet18,120,0.05,0.0429553264604811,0.2328,2409.0,112.0,0.6476999999999999,59.0,523.0
cifar100,asym20,asymmetric,0.2,0,0.05,,energy,-5.1149689917565535,<=,ltt_bonferroni,,1.0,0.3588,2500,897,2500,886,0.3923722329150357,0.9960464409536965,False,0.0,0.9999,0.35223522352235226,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_asym20_seed0,resnet18,120,5e-05,0.3544,1.0,9999.0,3522.0,0.6476999999999999,194.0,2306.0
cifar100,asym20,asymmetric,0.2,0,0.1,,full_coverage,,all,full_coverage,,1.0,0.3588,2500,897,2500,886,0.37045639573484135,0.99880242475684,False,0.0,1.0,0.3523,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed0,resnet18,120,,,,,,,,
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,msp,0.9218443403808609,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.4368,0.09981684981684982,1092,109,1018,85,0.09916299216465327,0.3909238180714866,True,0.3909238180714866,0.4164,0.09005763688760807,certified,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed0,resnet18,120,0.05,0.08349705304518663,0.4072,4164.0,375.0,0.6476999999999999,29.0,989.0
cifar100,asym20,asymmetric,0.2,0,0.1,,entropy,0.03768347492488127,<=,ltt_bonferroni,,0.3324,0.06979542719614922,831,58,768,45,0.09842450732456282,0.27196548766849904,True,0.27196548766849904,0.3168,0.06628787878787878,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_asym20_seed0,resnet18,120,5e-05,0.05859375,0.3072,3168.0,210.0,0.6476999999999999,94.0,674.0
cifar100,asym20,asymmetric,0.2,1,0.05,,full_coverage,,all,full_coverage,,1.0,0.3528,2500,882,2500,851,0.3563210669843483,0.99880242475684,False,0.0,1.0,0.3471,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed1,resnet18,120,,,,,,,,
cifar100,asym20,asymmetric,0.2,1,0.05,1.0,entropy,0.01651382786777142,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.242,0.049586776859504134,605,30,558,31,0.0742447615176664,0.20954678407124647,False,0.0,0.2391,0.04558762024257633,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed1,resnet18,120,0.05,0.05555555555555555,0.2232,2391.0,109.0,0.6529,59.0,499.0
cifar100,asym20,asymmetric,0.2,1,0.05,,energy,-5.249689856758234,<=,ltt_bonferroni,,1.0,0.3528,2500,882,2500,851,0.3780829365873068,0.9960464409536965,False,0.0,0.9996,0.3469387755102041,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_asym20_seed1,resnet18,120,5e-05,0.3404,1.0,9996.0,3468.0,0.6529,194.0,2306.0
cifar100,asym20,asymmetric,0.2,1,0.1,,full_coverage,,all,full_coverage,,1.0,0.3528,2500,882,2500,851,0.3563210669843483,0.99880242475684,False,0.0,1.0,0.3471,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed1,resnet18,120,,,,,,,,
cifar100,asym20,asymmetric,0.2,1,0.1,1.0,msp,0.8973472887984022,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.462,0.09956709956709957,1155,115,1126,123,0.12573639675835385,0.4338818297662484,False,0.0,0.4507,0.09873530064344353,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed1,resnet18,120,0.05,0.10923623445825932,0.4504,4507.0,445.0,0.6529,29.0,1097.0
cifar100,asym20,asymmetric,0.2,1,0.1,,margin,0.9742129634300505,>=,ltt_bonferroni,,0.266,0.05714285714285714,665,38,637,35,0.09844703665481548,0.22176988837613718,True,0.22176988837613718,0.2639,0.05267146646456991,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_asym20_seed1,resnet18,120,5e-05,0.054945054945054944,0.2548,2639.0,139.0,0.6529,94.0,543.0
cifar100,asym20,asymmetric,0.2,2,0.05,,full_coverage,,all,full_coverage,,1.0,0.3576,2500,894,2500,916,0.3825606651366343,0.99880242475684,False,0.0,1.0,0.351,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed2,resnet18,120,,,,,,,,
cifar100,asym20,asymmetric,0.2,2,0.05,1.0,entropy,0.025332373865687957,<=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.272,0.047058823529411764,680,32,684,48,0.08839916833391574,0.25893586938853436,False,0.0,0.2736,0.04861111111111111,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed2,resnet18,120,0.05,0.07017543859649122,0.2736,2736.0,133.0,0.649,59.0,625.0
cifar100,asym20,asymmetric,0.2,2,0.05,,entropy,0.8703044166585507,<=,ltt_bonferroni,,1.0,0.3576,2500,894,2500,916,0.4045925325146188,0.9960464409536965,False,0.0,0.9996,0.35084033613445376,high_cert_error_ucb,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_asym20_seed2,resnet18,120,5e-05,0.3664,1.0,9996.0,3507.0,0.649,194.0,2306.0
cifar100,asym20,asymmetric,0.2,2,0.1,,full_coverage,,all,full_coverage,,1.0,0.3576,2500,894,2500,916,0.3825606651366343,0.99880242475684,False,0.0,1.0,0.351,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed2,resnet18,120,,,,,,,,
cifar100,asym20,asymmetric,0.2,2,0.1,1.0,msp,0.903456963637902,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.4416,0.09963768115942029,1104,110,1117,141,0.14375768067059502,0.4302971834439662,False,0.0,0.443,0.09932279909706546,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_asym20_seed2,resnet18,120,0.05,0.12623097582811102,0.4468,4430.0,440.0,0.649,29.0,1088.0
cifar100,asym20,asymmetric,0.2,2,0.1,,entropy,0.01367333039284084,<=,ltt_bonferroni,,0.2168,0.03874538745387454,542,21,533,25,0.09282148957338134,0.18237524047806739,True,0.18237524047806739,0.2136,0.037921348314606744,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_asym20_seed2,resnet18,120,5e-05,0.04690431519699812,0.2132,2136.0,81.0,0.649,94.0,439.0
cifar100,clean,symmetric,0.0,0,0.05,,full_coverage,,all,full_coverage,,1.0,0.2268,2500,567,2500,604,0.2561021150750557,0.99880242475684,False,0.0,1.0,0.2286,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed0,resnet18,120,,,,,,,,
cifar100,clean,symmetric,0.0,0,0.05,1.0,margin,0.8715674941426079,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.6024,0.049136786188579015,1506,74,1471,89,0.07173778127877445,0.5719399321629388,False,0.0,0.5977,0.05236740839886231,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed0,resnet18,120,0.05,0.060503059143439834,0.5884,5977.0,313.0,0.7714,59.0,1412.0
cifar100,clean,symmetric,0.0,0,0.05,,margin,0.9835765910570112,>=,ltt_bonferroni,,0.4368,0.023809523809523808,1092,26,1042,26,0.049343543796490696,0.37864715505908,True,0.37864715505908,0.4314,0.025266573945294392,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_clean_seed0,resnet18,120,5e-05,0.02495201535508637,0.4168,4314.0,109.0,0.7714,194.0,848.0
cifar100,clean,symmetric,0.0,0,0.1,,full_coverage,,all,full_coverage,,1.0,0.2268,2500,567,2500,604,0.2561021150750557,0.99880242475684,False,0.0,1.0,0.2286,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed0,resnet18,120,,,,,,,,
cifar100,clean,symmetric,0.0,0,0.1,1.0,msp,0.68135959974781,>=,naive_empirical_threshold,same_proposal_as_gamma_1_no_buffer,0.7628,0.09963293130571578,1907,190,1869,197,0.11781794404520261,0.7328990626275687,False,0.0,0.7456,0.10488197424892703,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed0,resnet18,120,0.05,0.1054039593365436,0.7476,7456.0,782.0,0.7714,29.0,1840.0
cifar100,clean,symmetric,0.0,0,0.1,,margin,0.7652614718969278,>=,ltt_bonferroni,,0.6676,0.06291192330736968,1669,105,1624,116,0.0994052592758685,0.6117068393927408,True,0.6117068393927408,0.658,0.07127659574468086,certified,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,runs/srcc_cifar100_clean_seed0,resnet18,120,5e-05,0.07142857142857142,0.6496,6580.0,469.0,0.7714,94.0,1530.0
cifar100,clean,symmetric,0.0,1,0.05,,full_coverage,,all,full_coverage,,1.0,0.2348,2500,587,2500,570,0.24223430144284727,0.99880242475684,False,0.0,1.0,0.2285,high_cert_error_ucb,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,runs/srcc_cifar100_clean_seed1,resnet18,120,,,,,,,,
