dataset,regime,noise_type,noise_rate,seed,alpha,baseline_name,canonical_baseline_name,baseline_equivalence,method_family,method_source,gamma,score_name,threshold,threshold_direction,prop_n,prop_k,prop_coverage,prop_risk,cert_n,cert_k,cert_risk_ucb,cert_coverage_lcb,certified,certified_coverage_at_alpha,test_coverage,test_risk,delta_total,delta_risk,delta_coverage,delta_allocation,certificate_scope,n_certified_candidates,delta_risk_per_row,delta_coverage_per_row,reason,uses_test_for_selection,uses_certification_for_selection,selection_correction,is_primary_srcc,test_looks_good_but_not_certified,coverage_collapse,run_dir,model,epochs,delta,cert_risk_emp,cert_coverage_emp,test_n,test_k,test_accuracy_all,zero_error_min_cert_n,cert_n_minus_zero_error_min_n
cifar10,clean,symmetric,0.0,0,0.05,no_buffer_proposal,no_buffer_proposal,gamma_1_no_buffer,comparison,derived_from_srcc_gamma_1,1.0,energy,-4.156602306745967,<=,2487,122,0.9948,0.0490550864495375,2484,98,0.0486154270411234,0.989259519842837,True,0.989259519842837,0.9944,0.0482703137570394,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed0,resnet18,120,0.0166666666666666,0.0394524959742351,0.9936,9944.0,480.0,0.9482,80.0,2404.0
cifar10,clean,symmetric,0.0,0,0.05,srcc_main,srcc_main,,srcc,reused_from_baseline_report,1.0,energy,-4.156602306745967,<=,2487,122,0.9948,0.0490550864495375,2484,98,0.0486154270411234,0.989259519842837,True,0.989259519842837,0.9944,0.0482703137570394,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,True,False,False,runs/srcc_cifar10_clean_seed0,resnet18,120,0.0166666666666666,0.0394524959742351,0.9936,9944.0,480.0,0.9482,80.0,2404.0
cifar10,clean,symmetric,0.0,0,0.05,uncertified_empirical_threshold,naive_empirical_threshold,same_selector_as_naive_empirical_threshold,diagnostic,derived_from_naive_empirical_threshold,1.0,energy,-4.156602306745967,<=,2487,122,0.9948,0.0490550864495375,2484,98,0.0464949954014877,0.9902956707397153,True,0.9902956707397153,0.9944,0.0482703137570394,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed0,resnet18,120,0.05,0.0394524959742351,0.9936,9944.0,480.0,0.9482,59.0,2425.0
cifar10,clean,symmetric,0.0,0,0.1,clean_trained_upper_bound,clean_trained_upper_bound,,reference,reused_from_clean_upper_bound,0.7,energy,-3.5614808400768005,<=,2500,132,1.0,0.0528,2499,109,0.0531500003885623,0.9975836649636104,True,0.9975836649636104,0.9986,0.0505707991187662,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed0,resnet18,120,0.0166666666666666,0.0436174469787915,0.9996,9986.0,505.0,0.9482,39.0,2460.0
cifar10,clean,symmetric,0.0,0,0.1,full_coverage,full_coverage,,comparison,reused_from_baseline_report,,full_coverage,,all,2500,132,1.0,0.0528,2500,109,0.0509265662787497,0.99880242475684,True,0.99880242475684,1.0,0.0518,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,none_needed_fixed_selector,False,False,False,runs/srcc_cifar10_clean_seed0,resnet18,120,,,,,,,,
cifar10,clean,symmetric,0.0,0,0.1,ltt_bonferroni,ltt_bonferroni,,comparison,reused_from_baseline_report,,entropy,0.6949336117420268,<=,2500,132,1.0,0.0528,2500,109,0.0616544116225556,0.9960464409536964,True,0.9960464409536964,0.999,0.0509509509509509,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,certified,False,True,bonferroni,False,False,False,runs/srcc_cifar10_clean_seed0,resnet18,120,5e-05,0.0436,1.0,9990.0,509.0,0.9482,94.0,2406.0
cifar10,clean,symmetric,0.0,0,0.1,naive_empirical_threshold,no_buffer_proposal,same_as_gamma_1_no_buffer,comparison,reused_proposal_selected_naive,1.0,energy,-3.5614808400768005,<=,2500,132,1.0,0.0528,2499,109,0.0509468668303312,0.998103874431242,True,0.998103874431242,0.9986,0.0505707991187662,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed0,resnet18,120,0.05,0.0436174469787915,0.9996,9986.0,505.0,0.9482,29.0,2470.0
cifar10,clean,symmetric,0.0,0,0.1,no_buffer_proposal,no_buffer_proposal,gamma_1_no_buffer,comparison,derived_from_srcc_gamma_1,1.0,energy,-3.5614808400768005,<=,2500,132,1.0,0.0528,2499,109,0.0531500003885623,0.9975836649636104,True,0.9975836649636104,0.9986,0.0505707991187662,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed0,resnet18,120,0.0166666666666666,0.0436174469787915,0.9996,9986.0,505.0,0.9482,39.0,2460.0
cifar10,clean,symmetric,0.0,0,0.1,srcc_main,srcc_main,,srcc,reused_from_baseline_report,0.7,energy,-3.5614808400768005,<=,2500,132,1.0,0.0528,2499,109,0.0531500003885623,0.9975836649636104,True,0.9975836649636104,0.9986,0.0505707991187662,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,True,False,False,runs/srcc_cifar10_clean_seed0,resnet18,120,0.0166666666666666,0.0436174469787915,0.9996,9986.0,505.0,0.9482,39.0,2460.0
cifar10,clean,symmetric,0.0,0,0.1,uncertified_empirical_threshold,naive_empirical_threshold,same_selector_as_naive_empirical_threshold,diagnostic,derived_from_naive_empirical_threshold,1.0,energy,-3.5614808400768005,<=,2500,132,1.0,0.0528,2499,109,0.0509468668303312,0.998103874431242,True,0.998103874431242,0.9986,0.0505707991187662,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed0,resnet18,120,0.05,0.0436174469787915,0.9996,9986.0,505.0,0.9482,29.0,2470.0
cifar10,clean,symmetric,0.0,1,0.05,clean_trained_upper_bound,clean_trained_upper_bound,,reference,reused_from_clean_upper_bound,0.7,entropy,0.3748917247781999,<=,2462,86,0.9848,0.0349309504467912,2457,85,0.04331102087533,0.9763700815228658,True,0.9763700815228658,0.9832,0.0434296175752644,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,0.0166666666666666,0.0345950345950345,0.9828,9832.0,427.0,0.948,80.0,2377.0
cifar10,clean,symmetric,0.0,1,0.05,full_coverage,full_coverage,,comparison,reused_from_baseline_report,,full_coverage,,all,2500,112,1.0,0.0448,2500,105,0.0492095653050631,0.99880242475684,True,0.99880242475684,1.0,0.052,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,none_needed_fixed_selector,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,,,,,,,,
cifar10,clean,symmetric,0.0,1,0.05,ltt_bonferroni,ltt_bonferroni,,comparison,reused_from_baseline_report,,entropy,0.3426733323302629,<=,2449,80,0.9796,0.0326663944467129,2447,81,0.049449712268816,0.9652785865462634,True,0.9652785865462634,0.9784,0.0418029435813573,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,certified,False,True,bonferroni,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,5e-05,0.0331017572537801,0.9788,9784.0,409.0,0.948,194.0,2253.0
cifar10,clean,symmetric,0.0,1,0.05,naive_empirical_threshold,no_buffer_proposal,same_as_gamma_1_no_buffer,comparison,reused_proposal_selected_naive,1.0,energy,-3.193136326856295,<=,2500,112,1.0,0.0448,2500,105,0.0492095653050631,0.99880242475684,True,0.99880242475684,1.0,0.052,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,0.05,0.042,1.0,10000.0,520.0,0.948,59.0,2441.0
cifar10,clean,symmetric,0.0,1,0.05,no_buffer_proposal,no_buffer_proposal,gamma_1_no_buffer,comparison,derived_from_srcc_gamma_1,1.0,energy,-3.193136326856295,<=,2500,112,1.0,0.0448,2500,105,0.051377959172236,0.998363602535883,False,0.0,1.0,0.052,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,high_cert_error_ucb,False,False,proposal_split,False,False,True,runs/srcc_cifar10_clean_seed1,resnet18,120,0.0166666666666666,0.042,1.0,10000.0,520.0,0.948,80.0,2420.0
cifar10,clean,symmetric,0.0,1,0.05,srcc_main,srcc_main,,srcc,reused_from_baseline_report,0.7,entropy,0.3748917247781999,<=,2462,86,0.9848,0.0349309504467912,2457,85,0.04331102087533,0.9763700815228658,True,0.9763700815228658,0.9832,0.0434296175752644,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,True,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,0.0166666666666666,0.0345950345950345,0.9828,9832.0,427.0,0.948,80.0,2377.0
cifar10,clean,symmetric,0.0,1,0.05,uncertified_empirical_threshold,naive_empirical_threshold,same_selector_as_naive_empirical_threshold,diagnostic,derived_from_naive_empirical_threshold,1.0,energy,-3.193136326856295,<=,2500,112,1.0,0.0448,2500,105,0.0492095653050631,0.99880242475684,True,0.99880242475684,1.0,0.052,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,0.05,0.042,1.0,10000.0,520.0,0.948,59.0,2441.0
cifar10,clean,symmetric,0.0,1,0.1,clean_trained_upper_bound,clean_trained_upper_bound,,reference,reused_from_clean_upper_bound,0.5,energy,-3.193136326856295,<=,2500,112,1.0,0.0448,2500,105,0.051377959172236,0.998363602535883,True,0.998363602535883,1.0,0.052,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,0.0166666666666666,0.042,1.0,10000.0,520.0,0.948,39.0,2461.0
cifar10,clean,symmetric,0.0,1,0.1,full_coverage,full_coverage,,comparison,reused_from_baseline_report,,full_coverage,,all,2500,112,1.0,0.0448,2500,105,0.0492095653050631,0.99880242475684,True,0.99880242475684,1.0,0.052,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,none_needed_fixed_selector,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,,,,,,,,
cifar10,clean,symmetric,0.0,1,0.1,ltt_bonferroni,ltt_bonferroni,,comparison,reused_from_baseline_report,,entropy,0.7268671296611796,<=,2500,112,1.0,0.0448,2500,105,0.0597824185443893,0.9960464409536964,True,0.9960464409536964,0.9999,0.052005200520052,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,certified,False,True,bonferroni,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,5e-05,0.042,1.0,9999.0,520.0,0.948,94.0,2406.0
cifar10,clean,symmetric,0.0,1,0.1,naive_empirical_threshold,no_buffer_proposal,same_as_gamma_1_no_buffer,comparison,reused_proposal_selected_naive,1.0,energy,-3.193136326856295,<=,2500,112,1.0,0.0448,2500,105,0.0492095653050631,0.99880242475684,True,0.99880242475684,1.0,0.052,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,0.05,0.042,1.0,10000.0,520.0,0.948,29.0,2471.0
cifar10,clean,symmetric,0.0,1,0.1,no_buffer_proposal,no_buffer_proposal,gamma_1_no_buffer,comparison,derived_from_srcc_gamma_1,1.0,energy,-3.193136326856295,<=,2500,112,1.0,0.0448,2500,105,0.051377959172236,0.998363602535883,True,0.998363602535883,1.0,0.052,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,0.0166666666666666,0.042,1.0,10000.0,520.0,0.948,39.0,2461.0
cifar10,clean,symmetric,0.0,1,0.1,srcc_main,srcc_main,,srcc,reused_from_baseline_report,0.5,energy,-3.193136326856295,<=,2500,112,1.0,0.0448,2500,105,0.051377959172236,0.998363602535883,True,0.998363602535883,1.0,0.052,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,True,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,0.0166666666666666,0.042,1.0,10000.0,520.0,0.948,39.0,2461.0
cifar10,clean,symmetric,0.0,1,0.1,uncertified_empirical_threshold,naive_empirical_threshold,same_selector_as_naive_empirical_threshold,diagnostic,derived_from_naive_empirical_threshold,1.0,energy,-3.193136326856295,<=,2500,112,1.0,0.0448,2500,105,0.0492095653050631,0.99880242475684,True,0.99880242475684,1.0,0.052,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed1,resnet18,120,0.05,0.042,1.0,10000.0,520.0,0.948,29.0,2471.0
cifar10,clean,symmetric,0.0,2,0.05,clean_trained_upper_bound,clean_trained_upper_bound,,reference,reused_from_clean_upper_bound,0.7,margin,0.3743629242491985,>=,2447,83,0.9788,0.0339190845933796,2449,85,0.043451860002525,0.972696238700284,True,0.972696238700284,0.9778,0.0418285948046635,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed2,resnet18,120,0.0166666666666666,0.0347080440996325,0.9796,9778.0,409.0,0.9481,80.0,2369.0
cifar10,clean,symmetric,0.0,2,0.05,full_coverage,full_coverage,,comparison,reused_from_baseline_report,,full_coverage,,all,2500,113,1.0,0.0452,2500,110,0.0513554290501352,0.99880242475684,False,0.0,1.0,0.0519,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,high_cert_error_ucb,False,False,none_needed_fixed_selector,False,False,True,runs/srcc_cifar10_clean_seed2,resnet18,120,,,,,,,,
cifar10,clean,symmetric,0.0,2,0.05,ltt_bonferroni,ltt_bonferroni,,comparison,reused_from_baseline_report,,energy,-5.225567634713122,<=,2424,77,0.9696,0.0317656765676567,2440,81,0.0495903669486987,0.9618001851174044,True,0.9618001851174044,0.9759,0.0422174403115073,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,certified,False,True,bonferroni,False,False,False,runs/srcc_cifar10_clean_seed2,resnet18,120,5e-05,0.0331967213114754,0.976,9759.0,412.0,0.9481,194.0,2246.0
cifar10,clean,symmetric,0.0,2,0.05,naive_empirical_threshold,no_buffer_proposal,same_as_gamma_1_no_buffer,comparison,reused_proposal_selected_naive,1.0,energy,-2.8887997650792023,<=,2500,113,1.0,0.0452,2500,110,0.0513554290501352,0.99880242475684,False,0.0,1.0,0.0519,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,high_cert_error_ucb,False,False,proposal_split,False,False,True,runs/srcc_cifar10_clean_seed2,resnet18,120,0.05,0.044,1.0,10000.0,519.0,0.9481,59.0,2441.0
cifar10,clean,symmetric,0.0,2,0.05,no_buffer_proposal,no_buffer_proposal,gamma_1_no_buffer,comparison,derived_from_srcc_gamma_1,1.0,energy,-2.8887997650792023,<=,2500,113,1.0,0.0452,2500,110,0.0535660678474299,0.998363602535883,False,0.0,1.0,0.0519,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,high_cert_error_ucb,False,False,proposal_split,False,False,True,runs/srcc_cifar10_clean_seed2,resnet18,120,0.0166666666666666,0.044,1.0,10000.0,519.0,0.9481,80.0,2420.0
cifar10,clean,symmetric,0.0,2,0.05,srcc_main,srcc_main,,srcc,reused_from_baseline_report,0.7,margin,0.3743629242491985,>=,2447,83,0.9788,0.0339190845933796,2449,85,0.043451860002525,0.972696238700284,True,0.972696238700284,0.9778,0.0418285948046635,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,True,False,False,runs/srcc_cifar10_clean_seed2,resnet18,120,0.0166666666666666,0.0347080440996325,0.9796,9778.0,409.0,0.9481,80.0,2369.0
cifar10,clean,symmetric,0.0,2,0.05,uncertified_empirical_threshold,naive_empirical_threshold,same_selector_as_naive_empirical_threshold,diagnostic,derived_from_naive_empirical_threshold,1.0,energy,-2.8887997650792023,<=,2500,113,1.0,0.0452,2500,110,0.0513554290501352,0.99880242475684,False,0.0,1.0,0.0519,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,high_cert_error_ucb,False,False,proposal_split,False,False,True,runs/srcc_cifar10_clean_seed2,resnet18,120,0.05,0.044,1.0,10000.0,519.0,0.9481,59.0,2441.0
cifar10,clean,symmetric,0.0,2,0.1,clean_trained_upper_bound,clean_trained_upper_bound,,reference,reused_from_clean_upper_bound,0.5,energy,-2.8887997650792023,<=,2500,113,1.0,0.0452,2500,110,0.0535660678474299,0.998363602535883,True,0.998363602535883,1.0,0.0519,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed2,resnet18,120,0.0166666666666666,0.044,1.0,10000.0,519.0,0.9481,39.0,2461.0
cifar10,clean,symmetric,0.0,2,0.1,full_coverage,full_coverage,,comparison,reused_from_baseline_report,,full_coverage,,all,2500,113,1.0,0.0452,2500,110,0.0513554290501352,0.99880242475684,True,0.99880242475684,1.0,0.0519,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,none_needed_fixed_selector,False,False,False,runs/srcc_cifar10_clean_seed2,resnet18,120,,,,,,,,
cifar10,clean,symmetric,0.0,2,0.1,ltt_bonferroni,ltt_bonferroni,,comparison,reused_from_baseline_report,,entropy,0.7995952245257465,<=,2500,113,1.0,0.0452,2500,110,0.0621215018780849,0.9960464409536964,True,0.9960464409536964,1.0,0.0519,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,certified,False,True,bonferroni,False,False,False,runs/srcc_cifar10_clean_seed2,resnet18,120,5e-05,0.044,1.0,10000.0,519.0,0.9481,94.0,2406.0
cifar10,clean,symmetric,0.0,2,0.1,naive_empirical_threshold,no_buffer_proposal,same_as_gamma_1_no_buffer,comparison,reused_proposal_selected_naive,1.0,energy,-2.8887997650792023,<=,2500,113,1.0,0.0452,2500,110,0.0513554290501352,0.99880242475684,True,0.99880242475684,1.0,0.0519,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed2,resnet18,120,0.05,0.044,1.0,10000.0,519.0,0.9481,29.0,2471.0
cifar10,clean,symmetric,0.0,2,0.1,no_buffer_proposal,no_buffer_proposal,gamma_1_no_buffer,comparison,derived_from_srcc_gamma_1,1.0,energy,-2.8887997650792023,<=,2500,113,1.0,0.0452,2500,110,0.0535660678474299,0.998363602535883,True,0.998363602535883,1.0,0.0519,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed2,resnet18,120,0.0166666666666666,0.044,1.0,10000.0,519.0,0.9481,39.0,2461.0
cifar10,clean,symmetric,0.0,2,0.1,srcc_main,srcc_main,,srcc,reused_from_baseline_report,0.5,energy,-2.8887997650792023,<=,2500,113,1.0,0.0452,2500,110,0.0535660678474299,0.998363602535883,True,0.998363602535883,1.0,0.0519,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,certified,False,False,proposal_split,True,False,False,runs/srcc_cifar10_clean_seed2,resnet18,120,0.0166666666666666,0.044,1.0,10000.0,519.0,0.9481,39.0,2461.0
cifar10,clean,symmetric,0.0,2,0.1,uncertified_empirical_threshold,naive_empirical_threshold,same_selector_as_naive_empirical_threshold,diagnostic,derived_from_naive_empirical_threshold,1.0,energy,-2.8887997650792023,<=,2500,113,1.0,0.0452,2500,110,0.0513554290501352,0.99880242475684,True,0.99880242475684,1.0,0.0519,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,certified,False,False,proposal_split,False,False,False,runs/srcc_cifar10_clean_seed2,resnet18,120,0.05,0.044,1.0,10000.0,519.0,0.9481,29.0,2471.0
cifar10,sym35,symmetric,0.35,0,0.05,full_coverage,full_coverage,,comparison,reused_from_baseline_report,,full_coverage,,all,2500,754,1.0,0.3016,2500,831,0.3482369695957274,0.99880242475684,False,0.0,1.0,0.324,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,high_cert_error_ucb,False,False,none_needed_fixed_selector,False,False,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,,,,,,,,
cifar10,sym35,symmetric,0.35,0,0.05,ltt_bonferroni,ltt_bonferroni,,comparison,reused_from_baseline_report,,energy,-2.9156817062034595,<=,2500,754,1.0,0.3016,2499,830,0.3696359152604927,0.9950088277370116,False,0.0,0.9993,0.3237266086260382,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,high_cert_error_ucb,False,True,bonferroni,False,False,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,5e-05,0.3321328531412565,0.9996,9993.0,3235.0,0.6759999999999999,194.0,2305.0
cifar10,sym35,symmetric,0.35,0,0.05,naive_empirical_threshold,no_buffer_proposal,same_as_gamma_1_no_buffer,comparison,reused_proposal_selected_naive,1.0,entropy,0.0034839214370095,<=,304,15,0.1216,0.0493421052631578,260,17,0.0964638478513304,0.094105020478438,False,0.0,0.1089,0.0413223140495867,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,high_cert_error_ucb,False,False,proposal_split,False,True,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.05,0.0653846153846153,0.104,1089.0,45.0,0.6759999999999999,59.0,201.0
cifar10,sym35,symmetric,0.35,0,0.05,no_buffer_proposal,no_buffer_proposal,gamma_1_no_buffer,comparison,derived_from_srcc_gamma_1,1.0,entropy,0.0034839214370095,<=,304,15,0.1216,0.0493421052631578,260,17,0.1059999914241893,0.0913505187022528,False,0.0,0.1089,0.0413223140495867,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,high_cert_error_ucb,False,False,proposal_split,False,True,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.0166666666666666,0.0653846153846153,0.104,1089.0,45.0,0.6759999999999999,80.0,180.0
cifar10,sym35,symmetric,0.35,0,0.05,srcc_main,srcc_main,,srcc,reused_from_baseline_report,1.0,entropy,0.0034839214370095,<=,304,15,0.1216,0.0493421052631578,260,17,0.1059999914241893,0.0913505187022528,False,0.0,0.1089,0.0413223140495867,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,high_cert_error_ucb,False,False,proposal_split,True,True,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.0166666666666666,0.0653846153846153,0.104,1089.0,45.0,0.6759999999999999,80.0,180.0
cifar10,sym35,symmetric,0.35,0,0.05,uncertified_empirical_threshold,naive_empirical_threshold,same_selector_as_naive_empirical_threshold,diagnostic,derived_from_naive_empirical_threshold,1.0,entropy,0.0034839214370095,<=,304,15,0.1216,0.0493421052631578,260,17,0.0964638478513304,0.094105020478438,False,0.0,0.1089,0.0413223140495867,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,high_cert_error_ucb,False,False,proposal_split,False,True,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.05,0.0653846153846153,0.104,1089.0,45.0,0.6759999999999999,59.0,201.0
cifar10,sym35,symmetric,0.35,0,0.1,full_coverage,full_coverage,,comparison,reused_from_baseline_report,,full_coverage,,all,2500,754,1.0,0.3016,2500,831,0.3482369695957274,0.99880242475684,False,0.0,1.0,0.324,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,high_cert_error_ucb,False,False,none_needed_fixed_selector,False,False,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,,,,,,,,
cifar10,sym35,symmetric,0.35,0,0.1,ltt_bonferroni,ltt_bonferroni,,comparison,reused_from_baseline_report,,energy,-2.9156817062034595,<=,2500,754,1.0,0.3016,2499,830,0.3696359152604927,0.9950088277370116,False,0.0,0.9993,0.3237266086260382,0.05,5e-05,5e-05,risk_only_legacy,simultaneous_rows,1000,5e-05,5e-05,high_cert_error_ucb,False,True,bonferroni,False,False,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,5e-05,0.3321328531412565,0.9996,9993.0,3235.0,0.6759999999999999,94.0,2405.0
cifar10,sym35,symmetric,0.35,0,0.1,naive_empirical_threshold,no_buffer_proposal,same_as_gamma_1_no_buffer,comparison,reused_proposal_selected_naive,1.0,margin,0.9821069098352028,>=,816,80,0.3264,0.0980392156862745,774,64,0.1008278107735077,0.2943613869364502,False,0.0,0.31,0.0919354838709677,0.05,0.05,0.05,risk_only_legacy,single_selector,1,0.05,0.05,high_cert_error_ucb,False,False,proposal_split,False,True,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.05,0.082687338501292,0.3096,3100.0,285.0,0.6759999999999999,29.0,745.0
cifar10,sym35,symmetric,0.35,0,0.1,no_buffer_proposal,no_buffer_proposal,gamma_1_no_buffer,comparison,derived_from_srcc_gamma_1,1.0,margin,0.9821069098352028,>=,816,80,0.3264,0.0980392156862745,774,64,0.1062808535557831,0.2899916745261695,False,0.0,0.31,0.0919354838709677,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,high_cert_error_ucb,False,False,proposal_split,False,True,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.0166666666666666,0.082687338501292,0.3096,3100.0,285.0,0.6759999999999999,39.0,735.0
cifar10,sym35,symmetric,0.35,0,0.1,srcc_main,srcc_main,,srcc,reused_from_baseline_report,1.0,margin,0.9821069098352028,>=,816,80,0.3264,0.0980392156862745,774,64,0.1062808535557831,0.2899916745261695,False,0.0,0.31,0.0919354838709677,0.05,0.0166666666666666,0.0166666666666666,risk_only_legacy,simultaneous_rows,3,0.0166666666666666,0.0166666666666666,high_cert_error_ucb,False,False,proposal_split,True,True,True,runs/srcc_cifar10_sym35_seed0,resnet18,120,0.0166666666666666,0.082687338501292,0.3096,3100.0,285.0,0.6759999999999999,39.0,735.0
