dataset,regime,noise_type,noise_rate,seed,alpha,gamma,score_name,requested_budget,actual_prop_size,actual_cert_size,subsample_seed,prop_n,prop_k,prop_coverage,prop_risk,cert_n,cert_k,cert_risk_ucb,cert_coverage_lcb,certified,certified_coverage_at_alpha,test_coverage,test_risk,reason,delta,delta_total,delta_risk,delta_coverage,delta_allocation,threshold,threshold_direction,cert_risk_emp,cert_coverage_emp,test_n,test_k,test_accuracy_all,certificate_scope,n_certified_candidates,zero_error_min_cert_n,cert_n_minus_zero_error_min_n,run_dir
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,msp,full,2500,2500,0,1782,176,0.7128,0.09876543209876543,1729,165,0.11362779343129618,0.6689794897880863,False,0.0,0.7052,0.10734543391945547,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9303136138643359,>=,0.09543088490456912,0.6916,7052,757,0.8002,simultaneous_rows,3,46,1683,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,entropy,full,2500,2500,0,994,49,0.3976,0.04929577464788732,965,47,0.06786338545919185,0.36269782145922685,True,0.36269782145922685,0.3922,0.05379908210096889,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.015970412044274785,<=,0.04870466321243523,0.386,3922,211,0.8002,simultaneous_rows,3,46,919,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.7,entropy,full,2500,2500,0,1358,95,0.5432,0.06995581737849779,1332,86,0.08246948988827027,0.5086730538065272,True,0.5086730538065272,0.5335,0.06860356138706654,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.04061673048831397,<=,0.06456456456456457,0.5328,5335,366,0.8002,simultaneous_rows,3,46,1286,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,entropy,full,2500,2500,0,1772,177,0.7088,0.09988713318284424,1735,166,0.11385920113063717,0.671423402802297,False,0.0,0.7046,0.10644337212602896,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.1192858119644226,<=,0.09567723342939481,0.694,7046,750,0.8002,simultaneous_rows,3,46,1689,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,margin,full,2500,2500,0,992,48,0.3968,0.04838709677419355,964,44,0.06432885547036668,0.36230298065477917,True,0.36230298065477917,0.392,0.05714285714285714,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9902226540980089,>=,0.04564315352697095,0.3856,3920,224,0.8002,simultaneous_rows,3,46,918,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.7,margin,full,2500,2500,0,1355,94,0.542,0.06937269372693727,1332,90,0.08580458944427174,0.5086730538065272,True,0.5086730538065272,0.536,0.07014925373134329,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9679319607395427,>=,0.06756756756756757,0.5328,5360,376,0.8002,simultaneous_rows,3,46,1286,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,margin,full,2500,2500,0,1782,178,0.7128,0.09988776655443322,1731,168,0.11536269609275084,0.6697940496250363,False,0.0,0.7059,0.10936393256835246,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.8686603796736376,>=,0.09705372616984402,0.6924,7059,772,0.8002,simultaneous_rows,3,46,1685,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,energy,full,2500,2500,0,492,23,0.1968,0.046747967479674794,469,24,0.08086747492008098,0.16924321651764748,True,0.16924321651764748,0.2043,0.05384238864415076,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-9.87490653704925,<=,0.0511727078891258,0.1876,2043,110,0.8002,simultaneous_rows,3,46,423,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.7,energy,full,2500,2500,0,969,67,0.3876,0.06914344685242518,943,77,0.10543743272630009,0.35401517112981173,False,0.0,0.383,0.07571801566579635,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-8.96105768652758,<=,0.0816542948038176,0.3772,3830,290,0.8002,simultaneous_rows,3,46,897,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,energy,full,2500,2500,0,1496,148,0.5984,0.09893048128342247,1485,159,0.12773514948806614,0.570145041069589,False,0.0,0.5891,0.10235953148871159,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-8.073685007829297,<=,0.10707070707070707,0.594,5891,603,0.8002,simultaneous_rows,3,46,1439,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,maxlogit,full,2500,2500,0,502,25,0.2008,0.049800796812749,488,25,0.08024464144572539,0.17654528676945985,True,0.17654528676945985,0.2085,0.053237410071942444,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,9.839953650278064,>=,0.05122950819672131,0.1952,2085,111,0.8002,simultaneous_rows,3,46,442,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.7,maxlogit,full,2500,2500,0,1130,77,0.452,0.06814159292035399,1123,90,0.10158689892894868,0.4252856648971161,False,0.0,0.4478,0.07927646270656544,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,8.641120749765903,>=,0.08014247551202137,0.4492,4478,355,0.8002,simultaneous_rows,3,46,1077,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,maxlogit,full,2500,2500,0,1544,154,0.6176,0.09974093264248704,1538,160,0.12408258276389643,0.5915263199131426,False,0.0,0.6138,0.10133594004561747,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,7.886867541902629,>=,0.10403120936280884,0.6152,6138,622,0.8002,simultaneous_rows,3,46,1492,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.5,msp,full,2500,2500,1,452,11,0.1808,0.024336283185840708,445,15,0.06012233465052819,0.16003622155180816,False,0.0,0.1789,0.03745108999441028,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.998966608177771,>=,0.033707865168539325,0.178,1789,67,0.8002,simultaneous_rows,3,94,351,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.7,msp,full,2500,2500,1,603,21,0.2412,0.03482587064676617,597,22,0.059649348841666935,0.21863743160562726,False,0.0,0.2368,0.03927364864864865,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9983467484471926,>=,0.03685092127303183,0.2388,2368,93,0.8002,simultaneous_rows,3,94,503,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,msp,full,2500,2500,1,992,48,0.3968,0.04838709677419355,964,44,0.06432885547036668,0.36230298065477917,False,0.0,0.3928,0.05473523421588595,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9945717738015039,>=,0.04564315352697095,0.3856,3928,215,0.8002,simultaneous_rows,3,94,870,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.5,entropy,full,2500,2500,1,430,10,0.172,0.023255813953488372,431,15,0.06204747694256576,0.15467449418096774,False,0.0,0.1711,0.03623611922852133,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.0037085180349711025,<=,0.03480278422273782,0.1724,1711,62,0.8002,simultaneous_rows,3,94,337,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.7,entropy,full,2500,2500,1,668,23,0.2672,0.0344311377245509,667,24,0.0571282705204556,0.24582821740169997,False,0.0,0.262,0.042748091603053436,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.007054913150915165,<=,0.035982008995502246,0.2668,2620,112,0.8002,simultaneous_rows,3,94,573,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,entropy,full,2500,2500,1,994,49,0.3976,0.04929577464788732,965,47,0.06786338545919185,0.36269782145922685,False,0.0,0.3922,0.05379908210096889,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.015970412044274785,<=,0.04870466321243523,0.386,3922,211,0.8002,simultaneous_rows,3,94,871,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.5,margin,full,2500,2500,1,465,11,0.186,0.023655913978494623,459,15,0.05831304000735832,0.165404652117274,False,0.0,0.1846,0.04008667388949079,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9981767549629417,>=,0.032679738562091505,0.1836,1846,74,0.8002,simultaneous_rows,3,94,365,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.7,margin,full,2500,2500,1,578,20,0.2312,0.03460207612456748,558,21,0.0615623178831792,0.20353993806601636,False,0.0,0.2238,0.0388739946380697,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9974857985296205,>=,0.03763440860215054,0.2232,2238,87,0.8002,simultaneous_rows,3,94,464,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,margin,full,2500,2500,1,992,48,0.3968,0.04838709677419355,964,44,0.06432885547036668,0.36230298065477917,False,0.0,0.392,0.05714285714285714,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9902226540980089,>=,0.04564315352697095,0.3856,3920,224,0.8002,simultaneous_rows,3,94,870,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.5,energy,full,2500,2500,1,103,2,0.0412,0.019417475728155338,85,4,0.1332881732272999,0.025906889875153657,False,0.0,0.042,0.04523809523809524,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-11.361037256609007,<=,0.047058823529411764,0.034,420,19,0.8002,simultaneous_rows,3,94,-9,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.7,energy,full,2500,2500,1,342,11,0.1368,0.03216374269005848,309,15,0.08605897613075347,0.1082812282995908,False,0.0,0.1423,0.049191848208011243,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-10.299507431506596,<=,0.04854368932038835,0.1236,1423,70,0.8002,simultaneous_rows,3,94,215,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,energy,full,2500,2500,1,492,23,0.1968,0.046747967479674794,469,24,0.08086747492008098,0.16924321651764748,False,0.0,0.2043,0.05384238864415076,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-9.87490653704925,<=,0.0511727078891258,0.1876,2043,110,0.8002,simultaneous_rows,3,94,375,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.5,maxlogit,full,2500,2500,1,101,2,0.0404,0.019801980198019802,83,3,0.11867514408462167,0.025207305847773403,False,0.0,0.041,0.046341463414634146,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,11.382257483592586,>=,0.03614457831325301,0.0332,410,19,0.8002,simultaneous_rows,3,94,-11,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.7,maxlogit,full,2500,2500,1,339,11,0.1356,0.032448377581120944,307,15,0.08660836213604955,0.1075264429433397,False,0.0,0.1417,0.04940014114326041,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,10.30061129602116,>=,0.048859934853420196,0.1228,1417,70,0.8002,simultaneous_rows,3,94,213,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,maxlogit,full,2500,2500,1,502,25,0.2008,0.049800796812749,488,25,0.08024464144572539,0.17654528676945985,False,0.0,0.2085,0.053237410071942444,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,9.839953650278064,>=,0.05122950819672131,0.1952,2085,111,0.8002,simultaneous_rows,3,94,394,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,msp,full,2500,2500,1,992,48,0.3968,0.04838709677419355,964,44,0.06432885547036668,0.36230298065477917,True,0.36230298065477917,0.3928,0.05473523421588595,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9945717738015039,>=,0.04564315352697095,0.3856,3928,215,0.8002,simultaneous_rows,3,46,918,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.7,msp,full,2500,2500,1,1355,93,0.542,0.06863468634686347,1330,86,0.08259230889796888,0.5078719134156421,True,0.5078719134156421,0.5335,0.06897844423617619,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9830342268344469,>=,0.06466165413533835,0.532,5335,368,0.8002,simultaneous_rows,3,46,1284,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,msp,full,2500,2500,1,1782,176,0.7128,0.09876543209876543,1729,165,0.11362779343129618,0.6689794897880863,False,0.0,0.7052,0.10734543391945547,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9303136138643359,>=,0.09543088490456912,0.6916,7052,757,0.8002,simultaneous_rows,3,46,1683,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,entropy,full,2500,2500,1,994,49,0.3976,0.04929577464788732,965,47,0.06786338545919185,0.36269782145922685,True,0.36269782145922685,0.3922,0.05379908210096889,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.015970412044274785,<=,0.04870466321243523,0.386,3922,211,0.8002,simultaneous_rows,3,46,919,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.7,entropy,full,2500,2500,1,1358,95,0.5432,0.06995581737849779,1332,86,0.08246948988827027,0.5086730538065272,True,0.5086730538065272,0.5335,0.06860356138706654,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.04061673048831397,<=,0.06456456456456457,0.5328,5335,366,0.8002,simultaneous_rows,3,46,1286,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,entropy,full,2500,2500,1,1772,177,0.7088,0.09988713318284424,1735,166,0.11385920113063717,0.671423402802297,False,0.0,0.7046,0.10644337212602896,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.1192858119644226,<=,0.09567723342939481,0.694,7046,750,0.8002,simultaneous_rows,3,46,1689,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,margin,full,2500,2500,1,992,48,0.3968,0.04838709677419355,964,44,0.06432885547036668,0.36230298065477917,True,0.36230298065477917,0.392,0.05714285714285714,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9902226540980089,>=,0.04564315352697095,0.3856,3920,224,0.8002,simultaneous_rows,3,46,918,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.7,margin,full,2500,2500,1,1355,94,0.542,0.06937269372693727,1332,90,0.08580458944427174,0.5086730538065272,True,0.5086730538065272,0.536,0.07014925373134329,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9679319607395427,>=,0.06756756756756757,0.5328,5360,376,0.8002,simultaneous_rows,3,46,1286,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,margin,full,2500,2500,1,1782,178,0.7128,0.09988776655443322,1731,168,0.11536269609275084,0.6697940496250363,False,0.0,0.7059,0.10936393256835246,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.8686603796736376,>=,0.09705372616984402,0.6924,7059,772,0.8002,simultaneous_rows,3,46,1685,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,energy,full,2500,2500,1,492,23,0.1968,0.046747967479674794,469,24,0.08086747492008098,0.16924321651764748,True,0.16924321651764748,0.2043,0.05384238864415076,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-9.87490653704925,<=,0.0511727078891258,0.1876,2043,110,0.8002,simultaneous_rows,3,46,423,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.7,energy,full,2500,2500,1,969,67,0.3876,0.06914344685242518,943,77,0.10543743272630009,0.35401517112981173,False,0.0,0.383,0.07571801566579635,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-8.96105768652758,<=,0.0816542948038176,0.3772,3830,290,0.8002,simultaneous_rows,3,46,897,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,energy,full,2500,2500,1,1496,148,0.5984,0.09893048128342247,1485,159,0.12773514948806614,0.570145041069589,False,0.0,0.5891,0.10235953148871159,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-8.073685007829297,<=,0.10707070707070707,0.594,5891,603,0.8002,simultaneous_rows,3,46,1439,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,maxlogit,full,2500,2500,1,502,25,0.2008,0.049800796812749,488,25,0.08024464144572539,0.17654528676945985,True,0.17654528676945985,0.2085,0.053237410071942444,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,9.839953650278064,>=,0.05122950819672131,0.1952,2085,111,0.8002,simultaneous_rows,3,46,442,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.7,maxlogit,full,2500,2500,1,1130,77,0.452,0.06814159292035399,1123,90,0.10158689892894868,0.4252856648971161,False,0.0,0.4478,0.07927646270656544,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,8.641120749765903,>=,0.08014247551202137,0.4492,4478,355,0.8002,simultaneous_rows,3,46,1077,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,maxlogit,full,2500,2500,1,1544,154,0.6176,0.09974093264248704,1538,160,0.12408258276389643,0.5915263199131426,False,0.0,0.6138,0.10133594004561747,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,7.886867541902629,>=,0.10403120936280884,0.6152,6138,622,0.8002,simultaneous_rows,3,46,1492,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.5,msp,full,2500,2500,2,452,11,0.1808,0.024336283185840708,445,15,0.06012233465052819,0.16003622155180816,False,0.0,0.1789,0.03745108999441028,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.998966608177771,>=,0.033707865168539325,0.178,1789,67,0.8002,simultaneous_rows,3,94,351,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.7,msp,full,2500,2500,2,603,21,0.2412,0.03482587064676617,597,22,0.059649348841666935,0.21863743160562726,False,0.0,0.2368,0.03927364864864865,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9983467484471926,>=,0.03685092127303183,0.2388,2368,93,0.8002,simultaneous_rows,3,94,503,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,msp,full,2500,2500,2,992,48,0.3968,0.04838709677419355,964,44,0.06432885547036668,0.36230298065477917,False,0.0,0.3928,0.05473523421588595,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9945717738015039,>=,0.04564315352697095,0.3856,3928,215,0.8002,simultaneous_rows,3,94,870,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.5,entropy,full,2500,2500,2,430,10,0.172,0.023255813953488372,431,15,0.06204747694256576,0.15467449418096774,False,0.0,0.1711,0.03623611922852133,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.0037085180349711025,<=,0.03480278422273782,0.1724,1711,62,0.8002,simultaneous_rows,3,94,337,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.7,entropy,full,2500,2500,2,668,23,0.2672,0.0344311377245509,667,24,0.0571282705204556,0.24582821740169997,False,0.0,0.262,0.042748091603053436,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.007054913150915165,<=,0.035982008995502246,0.2668,2620,112,0.8002,simultaneous_rows,3,94,573,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,entropy,full,2500,2500,2,994,49,0.3976,0.04929577464788732,965,47,0.06786338545919185,0.36269782145922685,False,0.0,0.3922,0.05379908210096889,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.015970412044274785,<=,0.04870466321243523,0.386,3922,211,0.8002,simultaneous_rows,3,94,871,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.5,margin,full,2500,2500,2,465,11,0.186,0.023655913978494623,459,15,0.05831304000735832,0.165404652117274,False,0.0,0.1846,0.04008667388949079,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9981767549629417,>=,0.032679738562091505,0.1836,1846,74,0.8002,simultaneous_rows,3,94,365,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.7,margin,full,2500,2500,2,578,20,0.2312,0.03460207612456748,558,21,0.0615623178831792,0.20353993806601636,False,0.0,0.2238,0.0388739946380697,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9974857985296205,>=,0.03763440860215054,0.2232,2238,87,0.8002,simultaneous_rows,3,94,464,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,margin,full,2500,2500,2,992,48,0.3968,0.04838709677419355,964,44,0.06432885547036668,0.36230298065477917,False,0.0,0.392,0.05714285714285714,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9902226540980089,>=,0.04564315352697095,0.3856,3920,224,0.8002,simultaneous_rows,3,94,870,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.5,energy,full,2500,2500,2,103,2,0.0412,0.019417475728155338,85,4,0.1332881732272999,0.025906889875153657,False,0.0,0.042,0.04523809523809524,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-11.361037256609007,<=,0.047058823529411764,0.034,420,19,0.8002,simultaneous_rows,3,94,-9,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.7,energy,full,2500,2500,2,342,11,0.1368,0.03216374269005848,309,15,0.08605897613075347,0.1082812282995908,False,0.0,0.1423,0.049191848208011243,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-10.299507431506596,<=,0.04854368932038835,0.1236,1423,70,0.8002,simultaneous_rows,3,94,215,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,energy,full,2500,2500,2,492,23,0.1968,0.046747967479674794,469,24,0.08086747492008098,0.16924321651764748,False,0.0,0.2043,0.05384238864415076,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-9.87490653704925,<=,0.0511727078891258,0.1876,2043,110,0.8002,simultaneous_rows,3,94,375,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.5,maxlogit,full,2500,2500,2,101,2,0.0404,0.019801980198019802,83,3,0.11867514408462167,0.025207305847773403,False,0.0,0.041,0.046341463414634146,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,11.382257483592586,>=,0.03614457831325301,0.0332,410,19,0.8002,simultaneous_rows,3,94,-11,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,0.7,maxlogit,full,2500,2500,2,339,11,0.1356,0.032448377581120944,307,15,0.08660836213604955,0.1075264429433397,False,0.0,0.1417,0.04940014114326041,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,10.30061129602116,>=,0.048859934853420196,0.1228,1417,70,0.8002,simultaneous_rows,3,94,213,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.05,1.0,maxlogit,full,2500,2500,2,502,25,0.2008,0.049800796812749,488,25,0.08024464144572539,0.17654528676945985,False,0.0,0.2085,0.053237410071942444,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,9.839953650278064,>=,0.05122950819672131,0.1952,2085,111,0.8002,simultaneous_rows,3,94,394,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,msp,full,2500,2500,2,992,48,0.3968,0.04838709677419355,964,44,0.06432885547036668,0.36230298065477917,True,0.36230298065477917,0.3928,0.05473523421588595,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9945717738015039,>=,0.04564315352697095,0.3856,3928,215,0.8002,simultaneous_rows,3,46,918,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.7,msp,full,2500,2500,2,1355,93,0.542,0.06863468634686347,1330,86,0.08259230889796888,0.5078719134156421,True,0.5078719134156421,0.5335,0.06897844423617619,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9830342268344469,>=,0.06466165413533835,0.532,5335,368,0.8002,simultaneous_rows,3,46,1284,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,1.0,msp,full,2500,2500,2,1782,176,0.7128,0.09876543209876543,1729,165,0.11362779343129618,0.6689794897880863,False,0.0,0.7052,0.10734543391945547,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9303136138643359,>=,0.09543088490456912,0.6916,7052,757,0.8002,simultaneous_rows,3,46,1683,runs/srcc_cifar10_asym20_seed0
cifar10,asym20,asymmetric,0.2,0,0.1,0.5,entropy,full,2500,2500,2,994,49,0.3976,0.04929577464788732,965,47,0.06786338545919185,0.36269782145922685,True,0.36269782145922685,0.3922,0.05379908210096889,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.015970412044274785,<=,0.04870466321243523,0.386,3922,211,0.8002,simultaneous_rows,3,46,919,runs/srcc_cifar10_asym20_seed0
