dataset,regime,noise_type,noise_rate,seed,alpha,gamma,score_name,requested_budget,actual_prop_size,actual_cert_size,subsample_seed,prop_n,prop_k,prop_coverage,prop_risk,cert_n,cert_k,cert_risk_ucb,cert_coverage_lcb,certified,certified_coverage_at_alpha,test_coverage,test_risk,reason,delta,delta_total,delta_risk,delta_coverage,delta_allocation,threshold,threshold_direction,cert_risk_emp,cert_coverage_emp,test_n,test_k,test_accuracy_all,certificate_scope,n_certified_candidates,zero_error_min_cert_n,cert_n_minus_zero_error_min_n,run_dir
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,margin,500,500,500,0,101,3,0.202,0.0297029702970297,106,5,0.121362978838837,0.16981549782552313,False,0.0,0.1954,0.03735926305015353,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9889789013401775,>=,0.04716981132075472,0.212,1954,73,0.6476999999999999,simultaneous_rows,3,94,12,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,margin,500,500,500,0,111,5,0.222,0.04504504504504504,111,5,0.11610467452097514,0.17899953732299226,False,0.0,0.2066,0.04211035818005808,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9870480102346294,>=,0.04504504504504504,0.222,2066,87,0.6476999999999999,simultaneous_rows,3,94,17,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.5,energy,500,500,500,0,46,1,0.092,0.021739130434782608,38,0,0.11837336137168997,0.05027955025555895,False,0.0,0.0774,0.04521963824289406,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-16.145790155473357,<=,0.0,0.076,774,35,0.6476999999999999,simultaneous_rows,3,94,-56,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,energy,500,500,500,0,46,1,0.092,0.021739130434782608,38,0,0.11837336137168997,0.05027955025555895,False,0.0,0.0774,0.04521963824289406,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-16.145790155473357,<=,0.0,0.076,774,35,0.6476999999999999,simultaneous_rows,3,94,-56,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,energy,500,500,500,0,49,2,0.098,0.04081632653061224,39,0,0.11552072637884125,0.05192443042298782,False,0.0,0.0793,0.044136191677175286,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-16.08615453719227,<=,0.0,0.078,793,35,0.6476999999999999,simultaneous_rows,3,94,-55,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.5,maxlogit,500,500,500,0,48,1,0.096,0.020833333333333332,39,0,0.11552072637884125,0.05192443042298782,False,0.0,0.0818,0.042787286063569685,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,15.976627427935002,>=,0.0,0.078,818,35,0.6476999999999999,simultaneous_rows,3,94,-55,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,maxlogit,500,500,500,0,48,1,0.096,0.020833333333333332,39,0,0.11552072637884125,0.05192443042298782,False,0.0,0.0818,0.042787286063569685,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,15.976627427935002,>=,0.0,0.078,818,35,0.6476999999999999,simultaneous_rows,3,94,-55,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,maxlogit,500,500,500,0,53,2,0.106,0.03773584905660377,45,0,0.10092489519824055,0.06190360115503231,False,0.0,0.0899,0.04338153503893215,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,15.75087299702516,>=,0.0,0.09,899,39,0.6476999999999999,simultaneous_rows,3,94,-49,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.5,msp,500,500,500,0,121,6,0.242,0.049586776859504134,115,5,0.11221482486296004,0.18637359026559291,False,0.0,0.2177,0.04271933853927423,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9908216686268859,>=,0.043478260869565216,0.23,2177,93,0.6476999999999999,simultaneous_rows,3,46,69,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.7,msp,500,500,500,0,201,14,0.402,0.06965174129353234,175,12,0.12822175024668908,0.29937981860524465,False,0.0,0.3658,0.07818480043739748,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9509887926455595,>=,0.06857142857142857,0.35,3658,286,0.6476999999999999,simultaneous_rows,3,46,129,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,msp,500,500,500,0,233,23,0.466,0.09871244635193133,203,15,0.12963225855392935,0.3534028252945907,False,0.0,0.4171,0.09014624790218173,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9210553071917611,>=,0.07389162561576355,0.406,4171,376,0.6476999999999999,simultaneous_rows,3,46,157,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.5,entropy,500,500,500,0,121,6,0.242,0.049586776859504134,113,4,0.10142398582071808,0.18268365030355366,False,0.0,0.219,0.04200913242009133,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.013806121292523175,<=,0.035398230088495575,0.226,2190,92,0.6476999999999999,simultaneous_rows,3,46,67,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.7,entropy,500,500,500,0,136,9,0.272,0.0661764705882353,124,5,0.10434815152167114,0.20304766262564233,False,0.0,0.2488,0.04742765273311897,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.019436478410301317,<=,0.04032258064516129,0.248,2488,118,0.6476999999999999,simultaneous_rows,3,46,78,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,entropy,500,500,500,0,254,25,0.508,0.0984251968503937,211,17,0.13655258293899214,0.36896983778240455,False,0.0,0.4482,0.0999553770638108,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.09881675704714783,<=,0.08056872037914692,0.422,4482,448,0.6476999999999999,simultaneous_rows,3,46,165,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.5,margin,500,500,500,0,111,5,0.222,0.04504504504504504,111,5,0.11610467452097514,0.17899953732299226,False,0.0,0.2066,0.04211035818005808,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9870480102346294,>=,0.04504504504504504,0.222,2066,87,0.6476999999999999,simultaneous_rows,3,46,65,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.7,margin,500,500,500,0,126,8,0.252,0.06349206349206349,118,5,0.10946414941322667,0.19191919257387555,False,0.0,0.2304,0.046440972222222224,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9820367994834762,>=,0.0423728813559322,0.236,2304,107,0.6476999999999999,simultaneous_rows,3,46,72,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,margin,500,500,500,0,241,24,0.482,0.0995850622406639,214,19,0.14606334910111762,0.37482209409599576,False,0.0,0.4362,0.09743237047226043,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.8551424715603003,>=,0.08878504672897196,0.428,4362,425,0.6476999999999999,simultaneous_rows,3,46,168,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.5,energy,500,500,500,0,49,2,0.098,0.04081632653061224,39,0,0.11552072637884125,0.05192443042298782,False,0.0,0.0793,0.044136191677175286,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-16.08615453719227,<=,0.0,0.078,793,35,0.6476999999999999,simultaneous_rows,3,46,-7,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.7,energy,500,500,500,0,136,9,0.272,0.0661764705882353,130,7,0.12096695412928159,0.21422378612651632,False,0.0,0.2646,0.08805744520030234,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-12.614026930315092,<=,0.05384615384615385,0.26,2646,233,0.6476999999999999,simultaneous_rows,3,46,84,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,energy,500,500,500,0,226,22,0.452,0.09734513274336283,193,24,0.192056934890994,0.3340251031525278,False,0.0,0.4032,0.12202380952380952,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-10.806665233094192,<=,0.12435233160621761,0.386,4032,492,0.6476999999999999,simultaneous_rows,3,46,147,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.5,maxlogit,500,500,500,0,53,2,0.106,0.03773584905660377,45,0,0.10092489519824055,0.06190360115503231,False,0.0,0.0899,0.04338153503893215,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,15.75087299702516,>=,0.0,0.09,899,39,0.6476999999999999,simultaneous_rows,3,46,-1,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.7,maxlogit,500,500,500,0,158,11,0.316,0.06962025316455696,148,10,0.13351406291393353,0.24801750009007717,False,0.0,0.3018,0.09178263750828364,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,11.99186503806186,>=,0.06756756756756757,0.296,3018,277,0.6476999999999999,simultaneous_rows,3,46,102,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,maxlogit,500,500,500,0,223,22,0.446,0.09865470852017937,190,23,0.1888127165795983,0.3282296631373149,False,0.0,0.4028,0.11643495531281033,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,10.685387599801297,>=,0.12105263157894737,0.38,4028,469,0.6476999999999999,simultaneous_rows,3,46,144,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.5,msp,500,500,500,1,83,2,0.166,0.024096385542168676,67,0,0.06896192032831439,0.09972720770409636,False,0.0,0.1606,0.0273972602739726,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9958221372687155,>=,0.0,0.134,1606,44,0.6476999999999999,simultaneous_rows,3,94,-27,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,msp,500,500,500,1,86,3,0.172,0.03488372093023256,74,0,0.06264746954806744,0.11206947854652576,False,0.0,0.165,0.02909090909090909,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9955571196441747,>=,0.0,0.148,1650,48,0.6476999999999999,simultaneous_rows,3,94,-20,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,msp,500,500,500,1,121,6,0.242,0.049586776859504134,124,2,0.06780846383459817,0.20304766262564233,False,0.0,0.2477,0.04804198627371821,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9864155529270072,>=,0.016129032258064516,0.248,2477,119,0.6476999999999999,simultaneous_rows,3,94,30,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.5,entropy,500,500,500,1,84,2,0.168,0.023809523809523808,70,0,0.06610637507488004,0.105001521397867,False,0.0,0.1565,0.024920127795527155,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.006566220912028162,<=,0.0,0.14,1565,39,0.6476999999999999,simultaneous_rows,3,94,-24,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,entropy,500,500,500,1,86,3,0.172,0.03488372093023256,78,1,0.08457206703936274,0.11917556024774079,False,0.0,0.1674,0.026284348864994027,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.007562847125138493,<=,0.01282051282051282,0.156,1674,44,0.6476999999999999,simultaneous_rows,3,94,-16,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,entropy,500,500,500,1,106,5,0.212,0.04716981132075472,107,1,0.0622764632649525,0.17164924666761297,False,0.0,0.2199,0.041837198726693954,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.014005006335427972,<=,0.009345794392523364,0.214,2199,92,0.6476999999999999,simultaneous_rows,3,94,13,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.5,margin,500,500,500,1,76,1,0.152,0.013157894736842105,64,0,0.07207517635536531,0.09447718099057653,False,0.0,0.1363,0.02421129860601614,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9951975099983361,>=,0.0,0.128,1363,33,0.6476999999999999,simultaneous_rows,3,94,-30,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,margin,500,500,500,1,88,3,0.176,0.03409090909090909,80,0,0.058088206990998814,0.12274213691198294,False,0.0,0.1759,0.031836270608300174,insufficient_cert_n,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.991463043231419,>=,0.0,0.16,1759,56,0.6476999999999999,simultaneous_rows,3,94,-14,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,margin,500,500,500,1,123,6,0.246,0.04878048780487805,128,2,0.06574431240563716,0.21049325716982714,False,0.0,0.2616,0.05198776758409786,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9740011599335705,>=,0.015625,0.256,2616,136,0.6476999999999999,simultaneous_rows,3,94,34,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.5,energy,500,500,500,1,54,1,0.108,0.018518518518518517,53,2,0.1530751337182954,0.0754605531186768,False,0.0,0.1153,0.046834345186470075,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-15.119651609158945,<=,0.03773584905660377,0.106,1153,54,0.6476999999999999,simultaneous_rows,3,94,-41,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,energy,500,500,500,1,59,2,0.118,0.03389830508474576,59,2,0.13838321448833235,0.08578515772856485,False,0.0,0.1327,0.05425772418990203,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-14.782683897047692,<=,0.03389830508474576,0.118,1327,72,0.6476999999999999,simultaneous_rows,3,94,-35,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,energy,500,500,500,1,69,3,0.138,0.043478260869565216,70,3,0.1395689696800479,0.105001521397867,False,0.0,0.156,0.06282051282051282,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-14.346681211850992,<=,0.04285714285714286,0.14,1560,98,0.6476999999999999,simultaneous_rows,3,94,-24,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.5,maxlogit,500,500,500,1,51,1,0.102,0.0196078431372549,52,2,0.15583188788619748,0.07375208242963638,False,0.0,0.1133,0.04501323918799647,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,15.13683574149357,>=,0.038461538461538464,0.104,1133,51,0.6476999999999999,simultaneous_rows,3,94,-42,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,maxlogit,500,500,500,1,58,2,0.116,0.034482758620689655,59,2,0.13838321448833235,0.08578515772856485,False,0.0,0.1302,0.05069124423963134,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,14.802158772262498,>=,0.03389830508474576,0.118,1302,66,0.6476999999999999,simultaneous_rows,3,94,-35,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,maxlogit,500,500,500,1,78,3,0.156,0.038461538461538464,77,3,0.12748450366522002,0.11739560204919534,False,0.0,0.1756,0.06378132118451026,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,13.950648588908978,>=,0.03896103896103896,0.154,1756,112,0.6476999999999999,simultaneous_rows,3,94,-17,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.5,msp,500,500,500,1,121,6,0.242,0.049586776859504134,124,2,0.06780846383459817,0.20304766262564233,True,0.20304766262564233,0.2477,0.04804198627371821,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9864155529270072,>=,0.016129032258064516,0.248,2477,119,0.6476999999999999,simultaneous_rows,3,46,78,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.7,msp,500,500,500,1,133,8,0.266,0.06015037593984962,136,4,0.08477120702812511,0.22544538070233083,True,0.22544538070233083,0.273,0.05201465201465202,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9816899891174443,>=,0.029411764705882353,0.272,2730,142,0.6476999999999999,simultaneous_rows,3,46,90,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,msp,500,500,500,1,166,16,0.332,0.0963855421686747,169,10,0.11744922736138708,0.287901032859492,False,0.0,0.35,0.07257142857142856,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9581897281978274,>=,0.05917159763313609,0.338,3500,254,0.6476999999999999,simultaneous_rows,3,46,123,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.5,entropy,500,500,500,1,106,5,0.212,0.04716981132075472,107,1,0.0622764632649525,0.17164924666761297,True,0.17164924666761297,0.2199,0.041837198726693954,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.014005006335427972,<=,0.009345794392523364,0.214,2199,92,0.6476999999999999,simultaneous_rows,3,46,61,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.7,entropy,500,500,500,1,134,9,0.268,0.06716417910447761,135,4,0.08538077286717997,0.2235720418673049,True,0.2235720418673049,0.2772,0.05375180375180375,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.025930540923263357,<=,0.02962962962962963,0.27,2772,149,0.6476999999999999,simultaneous_rows,3,46,89,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,entropy,500,500,500,1,161,15,0.322,0.09316770186335403,163,8,0.10547791678824472,0.2764584766932163,False,0.0,0.3428,0.07030338389731622,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.047108641504539285,<=,0.049079754601226995,0.326,3428,241,0.6476999999999999,simultaneous_rows,3,46,117,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.5,margin,500,500,500,1,123,6,0.246,0.04878048780487805,128,2,0.06574431240563716,0.21049325716982714,True,0.21049325716982714,0.2616,0.05198776758409786,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9740011599335705,>=,0.015625,0.256,2616,136,0.6476999999999999,simultaneous_rows,3,46,82,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.7,margin,500,500,500,1,133,9,0.266,0.06766917293233082,139,4,0.08299361252579565,0.23107261878199026,True,0.23107261878199026,0.2744,0.05466472303206997,certified,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9688604331485502,>=,0.02877697841726619,0.278,2744,150,0.6476999999999999,simultaneous_rows,3,46,93,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,margin,500,500,500,1,181,18,0.362,0.09944751381215469,188,13,0.12636068944533013,0.3243706864684434,False,0.0,0.3777,0.08260524225575853,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9117944781009568,>=,0.06914893617021277,0.376,3777,312,0.6476999999999999,simultaneous_rows,3,46,142,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.5,energy,500,500,500,1,69,3,0.138,0.043478260869565216,70,3,0.1395689696800479,0.105001521397867,False,0.0,0.156,0.06282051282051282,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-14.346681211850992,<=,0.04285714285714286,0.14,1560,98,0.6476999999999999,simultaneous_rows,3,46,24,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.7,energy,500,500,500,1,101,7,0.202,0.06930693069306931,94,5,0.13616021422409944,0.14793724914559225,False,0.0,0.2126,0.0729068673565381,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-13.38281295037376,<=,0.05319148936170213,0.188,2126,155,0.6476999999999999,simultaneous_rows,3,46,48,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,energy,500,500,500,1,134,13,0.268,0.09701492537313433,128,10,0.1535046623606449,0.21049325716982714,False,0.0,0.2684,0.08867362146050671,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,-12.559429625359384,<=,0.078125,0.256,2684,238,0.6476999999999999,simultaneous_rows,3,46,82,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.5,maxlogit,500,500,500,1,78,3,0.156,0.038461538461538464,77,3,0.12748450366522002,0.11739560204919534,False,0.0,0.1756,0.06378132118451026,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,13.950648588908978,>=,0.03896103896103896,0.154,1756,112,0.6476999999999999,simultaneous_rows,3,46,31,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,0.7,maxlogit,500,500,500,1,108,7,0.216,0.06481481481481481,98,4,0.1163233344639748,0.15520312686473894,False,0.0,0.2145,0.06946386946386947,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,13.288988295703678,>=,0.04081632653061224,0.196,2145,149,0.6476999999999999,simultaneous_rows,3,46,52,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.1,1.0,maxlogit,500,500,500,1,131,12,0.262,0.0916030534351145,122,7,0.12859286688519675,0.19933276183321927,False,0.0,0.2643,0.08361710177828226,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,12.547405278402358,>=,0.05737704918032787,0.244,2643,221,0.6476999999999999,simultaneous_rows,3,46,76,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.5,msp,500,500,500,2,91,2,0.182,0.02197802197802198,88,2,0.09451011896741755,0.1370925268174013,False,0.0,0.1637,0.028100183262064753,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9956017819800215,>=,0.022727272727272728,0.176,1637,46,0.6476999999999999,simultaneous_rows,3,94,-6,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,msp,500,500,500,2,91,2,0.182,0.02197802197802198,88,2,0.09451011896741755,0.1370925268174013,False,0.0,0.1637,0.028100183262064753,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9956017819800215,>=,0.022727272727272728,0.176,1637,46,0.6476999999999999,simultaneous_rows,3,94,-6,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,msp,500,500,500,2,111,5,0.222,0.04504504504504504,115,4,0.09972073576932819,0.18637359026559291,False,0.0,0.2122,0.04147031102733271,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9915381098999849,>=,0.034782608695652174,0.23,2122,88,0.6476999999999999,simultaneous_rows,3,94,21,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.5,entropy,500,500,500,2,86,2,0.172,0.023255813953488372,80,2,0.103570834630703,0.12274213691198294,False,0.0,0.1552,0.025128865979381444,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.006439141164602854,<=,0.025,0.16,1552,39,0.6476999999999999,simultaneous_rows,3,94,-14,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,entropy,500,500,500,2,91,3,0.182,0.03296703296703297,88,2,0.09451011896741755,0.1370925268174013,False,0.0,0.1647,0.02671523982999393,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.007352228281542623,<=,0.022727272727272728,0.176,1647,44,0.6476999999999999,simultaneous_rows,3,94,-6,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,entropy,500,500,500,2,111,5,0.222,0.04504504504504504,110,4,0.10409073529367091,0.17715970082440735,False,0.0,0.2107,0.04129093497864262,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.012666717934754303,<=,0.03636363636363636,0.22,2107,87,0.6476999999999999,simultaneous_rows,3,94,16,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.5,margin,500,500,500,2,88,2,0.176,0.022727272727272728,84,1,0.07874036562459573,0.12990100305134353,False,0.0,0.1572,0.030534351145038167,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9934944479740412,>=,0.011904761904761904,0.168,1572,48,0.6476999999999999,simultaneous_rows,3,94,-10,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,0.7,margin,500,500,500,2,96,3,0.192,0.03125,95,3,0.10426263149799166,0.14975109125341954,False,0.0,0.176,0.031818181818181815,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.991446938878211,>=,0.031578947368421054,0.19,1760,56,0.6476999999999999,simultaneous_rows,3,94,1,runs/srcc_cifar100_asym20_seed0
cifar100,asym20,asymmetric,0.2,0,0.05,1.0,margin,500,500,500,2,111,5,0.222,0.04504504504504504,116,4,0.09889036944291878,0.1882207116715274,False,0.0,0.2066,0.04211035818005808,high_cert_error_ucb,0.008333333333333333,0.05,0.008333333333333333,0.008333333333333333,joint_split,0.9870789296342403,>=,0.034482758620689655,0.232,2066,87,0.6476999999999999,simultaneous_rows,3,94,22,runs/srcc_cifar100_asym20_seed0
