dataset,regime,alpha,requested_budget,gamma,score_name,row_count,certification_rate,mean_certified_coverage_at_alpha,mean_cert_risk_ucb,mean_test_risk,mean_test_coverage
cifar100,asym20,0.1,1500,0.7,energy,5,0.2,0.029101946823355634,0.10688885920522537,0.07014262139868503,0.19382
cifar100,asym20,0.1,1500,0.7,entropy,5,0.6,0.15737211566141646,0.0902526470031769,0.06406296189512688,0.31392000000000003
cifar100,asym20,0.1,1500,0.7,margin,5,0.6,0.14422664513200106,0.08657831845364965,0.06292738641299098,0.30096
cifar100,asym20,0.1,1500,0.7,maxlogit,5,0.2,0.030863605212866612,0.10288361308650788,0.06846504930421289,0.2061
cifar100,asym20,0.1,1500,0.7,msp,5,0.6,0.14990160452177334,0.08938808564709969,0.06226718819774237,0.30726
cifar100,asym20,0.1,1500,1.0,energy,5,0.0,0.0,0.1206876401199177,0.08812072783847066,0.26616
cifar100,asym20,0.1,1500,1.0,entropy,5,0.2,0.06778285184306929,0.1140817464601482,0.08873372332951698,0.41074
cifar100,asym20,0.1,1500,1.0,margin,5,0.0,0.0,0.11333773972262892,0.09015294144389088,0.41112000000000004
cifar100,asym20,0.1,1500,1.0,maxlogit,5,0.0,0.0,0.11585150433420635,0.0872767887335362,0.27908
cifar100,asym20,0.1,1500,1.0,msp,5,0.2,0.07000684746056586,0.1146433374583629,0.09079178732627602,0.41834
cifar100,asym20,0.1,2000,0.5,energy,5,0.4,0.049841652201475885,0.10017052985769972,0.05621679467937559,0.13521999999999998
cifar100,asym20,0.1,2000,0.5,entropy,5,1.0,0.20742493411850224,0.06964242497586495,0.045237036292390606,0.23666
cifar100,asym20,0.1,2000,0.5,margin,5,1.0,0.1977986507576276,0.06768368385133078,0.044175685673107465,0.21932000000000001
cifar100,asym20,0.1,2000,0.5,maxlogit,5,1.0,0.1334322342685968,0.09333809035120189,0.05889516940656927,0.16228
cifar100,asym20,0.1,2000,0.5,msp,5,1.0,0.20270588380863655,0.06674318538551005,0.04550792968761798,0.23066
cifar100,asym20,0.1,2000,0.7,energy,5,0.6,0.088594674434877,0.09642682102740939,0.06819759559668107,0.18522
cifar100,asym20,0.1,2000,0.7,entropy,5,1.0,0.26450329470935335,0.07952893662737913,0.06077166776741485,0.29653999999999997
cifar100,asym20,0.1,2000,0.7,margin,5,1.0,0.2592612388581514,0.08285569528569349,0.05985904156660214,0.29242
cifar100,asym20,0.1,2000,0.7,maxlogit,5,1.0,0.16140269010426117,0.09318649693371374,0.06617806624998981,0.19622
cifar100,asym20,0.1,2000,0.7,msp,5,1.0,0.2696823490762224,0.08484103020217681,0.06031640489542774,0.29952
cifar100,asym20,0.1,2000,1.0,energy,5,0.0,0.0,0.10712784389422736,0.08432755772277828,0.25198
cifar100,asym20,0.1,2000,1.0,entropy,5,0.2,0.06883995076209647,0.10794278171327638,0.08642956582723246,0.40304
cifar100,asym20,0.1,2000,1.0,margin,5,0.0,0.0,0.10569329748551197,0.0878889139268271,0.40208000000000005
cifar100,asym20,0.1,2000,1.0,maxlogit,5,0.0,0.0,0.10520141569638848,0.08438910061361063,0.2655200000000001
cifar100,asym20,0.1,2000,1.0,msp,5,0.0,0.0,0.10740147842024661,0.0886200150111049,0.41197999999999996
cifar100,asym20,0.1,250,0.5,energy,5,0.0,0.0,0.1975913903997339,0.05656600618196567,0.13599999999999998
cifar100,asym20,0.1,250,0.5,entropy,5,0.0,0.0,0.15193972651745585,0.047320201951653,0.24676
cifar100,asym20,0.1,250,0.5,margin,5,0.0,0.0,0.15012019927438564,0.053303808344209704,0.25894
cifar100,asym20,0.1,250,0.5,maxlogit,5,0.0,0.0,0.19852828212891896,0.0509259111778461,0.13201999999999997
cifar100,asym20,0.1,250,0.5,msp,5,0.0,0.0,0.1493332248752916,0.05116362479161,0.25682
cifar100,asym20,0.1,250,0.7,energy,5,0.0,0.0,0.1949995239154397,0.06601623049387248,0.17795999999999998
cifar100,asym20,0.1,250,0.7,entropy,5,0.2,0.04649841248553118,0.14346536819342465,0.07142418927904151,0.34198
cifar100,asym20,0.1,250,0.7,margin,5,0.0,0.0,0.1568191445882176,0.07299300322752464,0.33528
cifar100,asym20,0.1,250,0.7,maxlogit,5,0.2,0.04139112391439554,0.1673696846844083,0.06612164134969716,0.1943
cifar100,asym20,0.1,250,0.7,msp,5,0.2,0.04284380745840511,0.1387946081996293,0.07150526111041587,0.34052000000000004
cifar100,asym20,0.1,250,1.0,energy,5,0.0,0.0,0.16649216632684014,0.08234658200127218,0.24681999999999998
cifar100,asym20,0.1,250,1.0,entropy,5,0.0,0.0,0.14971467290617993,0.09910338254871606,0.43772
cifar100,asym20,0.1,250,1.0,margin,5,0.2,0.08299633553897767,0.1521084066077098,0.10097888732380692,0.44218
cifar100,asym20,0.1,250,1.0,maxlogit,5,0.0,0.0,0.15560803031535242,0.08502978953009757,0.27088
cifar100,asym20,0.1,250,1.0,msp,5,0.2,0.08378124719387511,0.15108123854941702,0.09719410512729895,0.43635999999999997
cifar100,asym20,0.1,500,0.5,energy,5,0.0,0.0,0.1712965816441398,0.05143109577836051,0.11073999999999999
cifar100,asym20,0.1,500,0.5,entropy,5,0.4,0.08167195341069315,0.09116367050674032,0.045532035427617856,0.23579999999999995
cifar100,asym20,0.1,500,0.5,margin,5,0.6,0.12783778239951468,0.09232355607601994,0.048535376562238254,0.24196
cifar100,asym20,0.1,500,0.5,maxlogit,5,0.0,0.0,0.1565510367676353,0.0495376737331227,0.12434
cifar100,asym20,0.1,500,0.5,msp,5,0.6,0.12447439956491842,0.09440483268695055,0.04648457083025155,0.23952
cifar100,asym20,0.1,500,0.7,energy,5,0.0,0.0,0.1423254478780483,0.07555782680299335,0.21648
cifar100,asym20,0.1,500,0.7,entropy,5,0.4,0.11151942900396654,0.10218736463566933,0.062120376589574255,0.3054
cifar100,asym20,0.1,500,0.7,margin,5,0.4,0.1153426887696187,0.10760898165946156,0.0653027433432181,0.31144
cifar100,asym20,0.1,500,0.7,maxlogit,5,0.0,0.0,0.13559118298989806,0.07171109982424562,0.21999999999999997
cifar100,asym20,0.1,500,0.7,msp,5,0.4,0.11421724115368681,0.110461569775792,0.07004793891966228,0.33878
cifar100,asym20,0.1,500,1.0,energy,5,0.0,0.0,0.15374802088122755,0.09884254619685942,0.3135
cifar100,asym20,0.1,500,1.0,entropy,5,0.2,0.08202007820987947,0.12507458125404794,0.08762678205841512,0.4053
cifar100,asym20,0.1,500,1.0,margin,5,0.2,0.0859639854499354,0.12602491234391913,0.08967218832549308,0.40562
cifar100,asym20,0.1,500,1.0,maxlogit,5,0.2,0.03764414233430548,0.14715217523675458,0.09674321431510152,0.32386
cifar100,asym20,0.1,500,1.0,msp,5,0.2,0.0859639854499354,0.1241787375383798,0.08766661827056448,0.4039400000000001
cifar100,asym20,0.1,full,0.5,energy,5,1.0,0.13101744014805866,0.09579457823036751,0.06222222222222222,0.1575
cifar100,asym20,0.1,full,0.5,entropy,5,1.0,0.21282611431119633,0.06745178923222793,0.04649232046492321,0.24089999999999998
cifar100,asym20,0.1,full,0.5,margin,5,1.0,0.20276676974426283,0.0661918789064948,0.04504906333630687,0.2242
cifar100,asym20,0.1,full,0.5,maxlogit,5,1.0,0.14244571154871327,0.08872156260170244,0.06195715112912566,0.1727
cifar100,asym20,0.1,full,0.5,msp,5,1.0,0.20663366751359602,0.06503740094881187,0.0467687074829932,0.2352
cifar100,asym20,0.1,full,0.7,energy,5,1.0,0.15812053645250906,0.09700677398983955,0.06986444212721585,0.1918
cifar100,asym20,0.1,full,0.7,entropy,5,1.0,0.2852494996306846,0.08204774406287986,0.06628787878787878,0.3168
cifar100,asym20,0.1,full,0.7,margin,5,1.0,0.2742998750446285,0.08198770424715177,0.06373983739837398,0.3075
cifar100,asym20,0.1,full,0.7,maxlogit,5,1.0,0.1631030910868559,0.0863414745666182,0.0670391061452514,0.1969
cifar100,asym20,0.1,full,0.7,msp,5,1.0,0.27625402317756526,0.0860954702722079,0.06254071661237785,0.307
cifar100,asym20,0.1,full,1.0,energy,5,0.0,0.0,0.10735344956972932,0.08893871449925261,0.2676
cifar100,asym20,0.1,full,1.0,entropy,5,0.0,0.0,0.10971375212172443,0.08891595615103533,0.4105
cifar100,asym20,0.1,full,1.0,margin,5,0.0,0.0,0.10323948293109242,0.08900778210116732,0.4112
cifar100,asym20,0.1,full,1.0,maxlogit,5,0.0,0.0,0.10633763019024098,0.08787989747345294,0.2731
cifar100,asym20,0.1,full,1.0,msp,5,0.0,0.0,0.10649780335231245,0.09005763688760807,0.4164
cifar100,sym35,0.05,1000,0.5,energy,5,0.0,0.0,0.17876275571277078,0.03600944713754038,0.04381999999999999
cifar100,sym35,0.05,1000,0.5,entropy,5,0.0,0.0,0.12246664317818516,0.0450513821395299,0.096
cifar100,sym35,0.05,1000,0.5,margin,5,0.0,0.0,0.12601260263428718,0.04565111619024757,0.09645999999999999
cifar100,sym35,0.05,1000,0.5,maxlogit,5,0.0,0.0,0.14126545856587944,0.03633285741965554,0.047299999999999995
cifar100,sym35,0.05,1000,0.5,msp,5,0.0,0.0,0.13342642313905745,0.046667176453674325,0.09962
cifar100,sym35,0.05,1000,0.7,energy,5,0.0,0.0,0.14153612065855206,0.03945360180351383,0.05689999999999999
cifar100,sym35,0.05,1000,0.7,entropy,5,0.0,0.0,0.12296249293062807,0.05581357615806413,0.11510000000000001
cifar100,sym35,0.05,1000,0.7,margin,5,0.0,0.0,0.12349824471755258,0.051830774289575963,0.1079
cifar100,sym35,0.05,1000,0.7,maxlogit,5,0.0,0.0,0.14371608433492442,0.0458843909797685,0.06782
cifar100,sym35,0.05,1000,0.7,msp,5,0.0,0.0,0.1281716505789371,0.052864307602440354,0.10968
cifar100,sym35,0.05,1000,1.0,energy,5,0.0,0.0,0.1251329553909939,0.05792348962625341,0.09148
cifar100,sym35,0.05,1000,1.0,entropy,5,0.0,0.0,0.1285460689436874,0.07191014481698917,0.1649
cifar100,sym35,0.05,1000,1.0,margin,5,0.0,0.0,0.1266899262928378,0.07014809374246464,0.16782000000000002
cifar100,sym35,0.05,1000,1.0,maxlogit,5,0.0,0.0,0.1279347431913437,0.05893319274997401,0.09676
cifar100,sym35,0.05,1000,1.0,msp,5,0.0,0.0,0.12871821280889645,0.07158337550890376,0.16988
cifar100,sym35,0.05,1500,0.5,energy,5,0.0,0.0,0.1386868439708468,0.03742670040096509,0.03796
cifar100,sym35,0.05,1500,0.5,entropy,5,0.0,0.0,0.12311083611298339,0.03821815830728097,0.07665999999999999
cifar100,sym35,0.05,1500,0.5,margin,5,0.0,0.0,0.1324345684996438,0.037723442801013155,0.07276
cifar100,sym35,0.05,1500,0.5,maxlogit,5,0.0,0.0,0.1424548047359269,0.03547117386362922,0.03934
cifar100,sym35,0.05,1500,0.5,msp,5,0.0,0.0,0.1412819711527775,0.038533801862606076,0.07569999999999999
cifar100,sym35,0.05,1500,0.7,energy,5,0.0,0.0,0.12991073575505566,0.03753372340703069,0.04494
cifar100,sym35,0.05,1500,0.7,entropy,5,0.0,0.0,0.10086867078482582,0.06072746779058095,0.13762000000000002
cifar100,sym35,0.05,1500,0.7,margin,5,0.0,0.0,0.09656788910915923,0.06190791595478268,0.13821999999999998
cifar100,sym35,0.05,1500,0.7,maxlogit,5,0.0,0.0,0.12635918230271864,0.037049756441595624,0.04782
cifar100,sym35,0.05,1500,0.7,msp,5,0.0,0.0,0.09805458034012743,0.06141884159861831,0.14051999999999998
cifar100,sym35,0.05,1500,1.0,energy,5,0.0,0.0,0.10798095552730944,0.04638103888067953,0.06762
cifar100,sym35,0.05,1500,1.0,entropy,5,0.0,0.0,0.11847705031770366,0.07462430576477906,0.16718000000000002
cifar100,sym35,0.05,1500,1.0,margin,5,0.0,0.0,0.11490069094996672,0.07279816230607483,0.1705
cifar100,sym35,0.05,1500,1.0,maxlogit,5,0.0,0.0,0.11214042526638819,0.05129731315606141,0.07538
cifar100,sym35,0.05,1500,1.0,msp,5,0.0,0.0,0.11877084243096936,0.07422927522645636,0.1749
cifar100,sym35,0.05,2000,0.5,energy,5,0.0,0.0,0.10462758856889987,0.03012199263971848,0.03512
cifar100,sym35,0.05,2000,0.5,entropy,5,0.0,0.0,0.08191704623271998,0.04150881606118617,0.08907999999999999
cifar100,sym35,0.05,2000,0.5,margin,5,0.0,0.0,0.06836735262611342,0.038715913521189485,0.07578
cifar100,sym35,0.05,2000,0.5,maxlogit,5,0.0,0.0,0.09764808693940265,0.030148915950861648,0.0351
cifar100,sym35,0.05,2000,0.5,msp,5,0.0,0.0,0.07536794152536999,0.042231630707671816,0.08796
cifar100,sym35,0.05,2000,0.7,energy,5,0.0,0.0,0.08944640206099173,0.031399062991008884,0.04179999999999999
cifar100,sym35,0.05,2000,0.7,entropy,5,0.0,0.0,0.0839635794280676,0.05659009586524142,0.12123999999999999
cifar100,sym35,0.05,2000,0.7,margin,5,0.0,0.0,0.07931720394170357,0.05508050011578451,0.11579999999999999
cifar100,sym35,0.05,2000,0.7,maxlogit,5,0.0,0.0,0.08267869604879277,0.03471789851946412,0.048940000000000004
cifar100,sym35,0.05,2000,0.7,msp,5,0.0,0.0,0.08462042960108115,0.05672261301403057,0.12026
cifar100,sym35,0.05,2000,1.0,energy,5,0.0,0.0,0.08639905982118365,0.05721846749095716,0.0863
cifar100,sym35,0.05,2000,1.0,entropy,5,0.0,0.0,0.10523037677226521,0.06709540548615633,0.1519
cifar100,sym35,0.05,2000,1.0,margin,5,0.0,0.0,0.10087422956447993,0.0672368005964988,0.15196
cifar100,sym35,0.05,2000,1.0,maxlogit,5,0.0,0.0,0.08735638515847557,0.05719297112427542,0.09002000000000002
cifar100,sym35,0.05,2000,1.0,msp,5,0.0,0.0,0.10055317794317667,0.06729599373213917,0.15330000000000002
cifar100,sym35,0.05,250,0.5,energy,5,0.0,0.0,0.5548972654405635,0.039142586872673225,0.03922
cifar100,sym35,0.05,250,0.5,entropy,5,0.0,0.0,0.5079910139723276,0.02829544156486275,0.03966
cifar100,sym35,0.05,250,0.5,margin,5,0.0,0.0,0.5405252738966093,0.022808709463630776,0.032479999999999995
cifar100,sym35,0.05,250,0.5,maxlogit,5,0.0,0.0,0.5681802078265819,0.037689846085283495,0.0385
cifar100,sym35,0.05,250,0.5,msp,5,0.0,0.0,0.5507947213694007,0.023564013901741985,0.03918
cifar100,sym35,0.05,250,0.7,energy,5,0.0,0.0,0.46783614171930255,0.04511487819648967,0.05469999999999999
cifar100,sym35,0.05,250,0.7,entropy,5,0.0,0.0,0.4223183930168931,0.037303717359821194,0.06414
cifar100,sym35,0.05,250,0.7,margin,5,0.0,0.0,0.43461339423952355,0.03457222373840928,0.06042000000000001
cifar100,sym35,0.05,250,0.7,maxlogit,5,0.0,0.0,0.4811190841053207,0.04437654326824008,0.0541
cifar100,sym35,0.05,250,0.7,msp,5,0.0,0.0,0.45383399664645563,0.03300421264276811,0.0631
cifar100,sym35,0.05,250,1.0,energy,5,0.0,0.0,0.4800764796284797,0.049435676015928035,0.06217999999999999
cifar100,sym35,0.05,250,1.0,entropy,5,0.0,0.0,0.33403170464966736,0.046381957479353184,0.09195999999999999
cifar100,sym35,0.05,250,1.0,margin,5,0.0,0.0,0.3436963433390081,0.04726237577681983,0.0975
cifar100,sym35,0.05,250,1.0,maxlogit,5,0.0,0.0,0.49335942201449806,0.0479666092502369,0.06114000000000001
cifar100,sym35,0.05,250,1.0,msp,5,0.0,0.0,0.34451224358703286,0.0447556186822187,0.09434
cifar100,sym35,0.05,500,0.5,energy,5,0.0,0.0,0.2646370613309984,0.03367825480241711,0.03834
cifar100,sym35,0.05,500,0.5,entropy,5,0.0,0.0,0.20867584838381498,0.04490111101224638,0.0937
cifar100,sym35,0.05,500,0.5,margin,5,0.0,0.0,0.20940047399037867,0.04629905098383759,0.09308000000000001
cifar100,sym35,0.05,500,0.5,maxlogit,5,0.0,0.0,0.2259463825634454,0.03563923965939409,0.04478
cifar100,sym35,0.05,500,0.5,msp,5,0.0,0.0,0.2100350745020816,0.04391070566365994,0.09104
cifar100,sym35,0.05,500,0.7,energy,5,0.0,0.0,0.2379488778848385,0.041476781211384615,0.05118
cifar100,sym35,0.05,500,0.7,entropy,5,0.0,0.0,0.19142377150583748,0.04743658757648086,0.10142
cifar100,sym35,0.05,500,0.7,margin,5,0.0,0.0,0.14180271938567632,0.05976357564665415,0.13104
cifar100,sym35,0.05,500,0.7,maxlogit,5,0.0,0.0,0.22130921272772128,0.041160803161829636,0.05416
cifar100,sym35,0.05,500,0.7,msp,5,0.0,0.0,0.15223843141829935,0.056870399402345485,0.12288000000000002
cifar100,sym35,0.05,500,1.0,energy,5,0.0,0.0,0.22652722663466474,0.05136943404258504,0.07150000000000001
cifar100,sym35,0.05,500,1.0,entropy,5,0.0,0.0,0.15065061923302722,0.06977507366554037,0.16052
cifar100,sym35,0.05,500,1.0,margin,5,0.0,0.0,0.15945414097413935,0.07585185987200749,0.18108
cifar100,sym35,0.05,500,1.0,maxlogit,5,0.0,0.0,0.18395334654868722,0.045333888624344246,0.06428
cifar100,sym35,0.05,500,1.0,msp,5,0.0,0.0,0.16203033186763519,0.07675744766742029,0.181
cifar100,sym35,0.05,full,0.5,energy,5,0.0,0.0,0.11020848035613517,0.03398058252427184,0.0206
cifar100,sym35,0.05,full,0.5,entropy,5,0.0,0.0,0.07353371304491334,0.04597701149425287,0.1044
cifar100,sym35,0.05,full,0.5,margin,5,0.0,0.0,0.0779390283536675,0.025925925925925925,0.027000000000000003
cifar100,sym35,0.05,full,0.5,maxlogit,5,0.0,0.0,0.09492676083994023,0.0326530612244898,0.0245
cifar100,sym35,0.05,full,0.5,msp,5,0.0,0.0,0.06310777406229831,0.044530493707647625,0.10329999999999999
cifar100,sym35,0.05,full,0.7,energy,5,0.0,0.0,0.06524222729899926,0.029350104821802937,0.0477
cifar100,sym35,0.05,full,0.7,entropy,5,0.0,0.0,0.07099913228547068,0.05721393034825871,0.1206
cifar100,sym35,0.05,full,0.7,margin,5,0.0,0.0,0.07317362958147866,0.05555555555555556,0.11700000000000002
cifar100,sym35,0.05,full,0.7,maxlogit,5,0.0,0.0,0.07210998593118367,0.027906976744186046,0.043
cifar100,sym35,0.05,full,0.7,msp,5,0.0,0.0,0.07604144913980197,0.05618892508143323,0.12279999999999999
cifar100,sym35,0.05,full,1.0,energy,5,0.0,0.0,0.07127799024194682,0.06026785714285714,0.0896
cifar100,sym35,0.05,full,1.0,entropy,5,0.0,0.0,0.09302480529485967,0.06560636182902585,0.1509
cifar100,sym35,0.05,full,1.0,margin,5,0.0,0.0,0.09635622701169652,0.06671026814911707,0.1529
cifar100,sym35,0.05,full,1.0,maxlogit,5,0.0,0.0,0.06993665216286102,0.05888767720828789,0.0917
cifar100,sym35,0.05,full,1.0,msp,5,0.0,0.0,0.09356422639125783,0.06397306397306397,0.1485
cifar100,sym35,0.1,1000,0.5,energy,5,0.0,0.0,0.1251329553909939,0.05792348962625341,0.09148
cifar100,sym35,0.1,1000,0.5,entropy,5,0.0,0.0,0.1285460689436874,0.07191014481698917,0.1649
cifar100,sym35,0.1,1000,0.5,margin,5,0.0,0.0,0.1266899262928378,0.07014809374246464,0.16782000000000002
cifar100,sym35,0.1,1000,0.5,maxlogit,5,0.0,0.0,0.1279347431913437,0.05893319274997401,0.09676
cifar100,sym35,0.1,1000,0.5,msp,5,0.0,0.0,0.12871821280889645,0.07158337550890376,0.16988
cifar100,sym35,0.1,1000,0.7,energy,5,0.2,0.007150287931273001,0.14102643890302305,0.0774327539236965,0.12879999999999997
cifar100,sym35,0.1,1000,0.7,entropy,5,0.0,0.0,0.1391525741048864,0.08236391433856018,0.19322
cifar100,sym35,0.1,1000,0.7,margin,5,0.0,0.0,0.1427478734043364,0.08554340866362943,0.21864
cifar100,sym35,0.1,1000,0.7,maxlogit,5,0.2,0.006982146594849037,0.13939220147526887,0.07930325883246021,0.13792
cifar100,sym35,0.1,1000,0.7,msp,5,0.0,0.0,0.14116926291688317,0.08329647829894807,0.2062
cifar100,sym35,0.1,1000,1.0,energy,5,0.0,0.0,0.1658503779419717,0.11041974543388933,0.19890000000000002
cifar100,sym35,0.1,1000,1.0,entropy,5,0.0,0.0,0.1676790469691716,0.1057715059231894,0.27412
cifar100,sym35,0.1,1000,1.0,margin,5,0.0,0.0,0.16506651572498857,0.11260175783191943,0.28798
cifar100,sym35,0.1,1000,1.0,maxlogit,5,0.0,0.0,0.16988595694649083,0.1095602967545241,0.20522
cifar100,sym35,0.1,1000,1.0,msp,5,0.0,0.0,0.162958368132603,0.10949723162459177,0.2819
cifar100,sym35,0.1,1500,0.5,energy,5,0.2,0.013781253434826255,0.10798095552730944,0.04638103888067953,0.06762
cifar100,sym35,0.1,1500,0.5,entropy,5,0.0,0.0,0.11847705031770366,0.07462430576477906,0.16718000000000002
cifar100,sym35,0.1,1500,0.5,margin,5,0.0,0.0,0.11490069094996672,0.07279816230607483,0.1705
cifar100,sym35,0.1,1500,0.5,maxlogit,5,0.4,0.024681314755940324,0.11214042526638819,0.05129731315606141,0.07538
cifar100,sym35,0.1,1500,0.5,msp,5,0.2,0.021367793204908423,0.11877084243096936,0.07422927522645636,0.1749
cifar100,sym35,0.1,1500,0.7,energy,5,0.4,0.03317213606702987,0.12256783857769797,0.08220668701989839,0.13462000000000002
cifar100,sym35,0.1,1500,0.7,entropy,5,0.0,0.0,0.13378303947500628,0.0829984829344935,0.19842
cifar100,sym35,0.1,1500,0.7,margin,5,0.0,0.0,0.13131364540268894,0.08208407931885234,0.20389999999999997
cifar100,sym35,0.1,1500,0.7,maxlogit,5,0.2,0.013781253434826255,0.12566192684125976,0.08430993467135914,0.14274
cifar100,sym35,0.1,1500,0.7,msp,5,0.0,0.0,0.12699751038945611,0.0799260776494373,0.19568
cifar100,sym35,0.1,1500,1.0,energy,5,0.2,0.024222812578489142,0.154814896388296,0.10874836312422129,0.19354
cifar100,sym35,0.1,1500,1.0,entropy,5,0.0,0.0,0.16715392995464862,0.1092046918836406,0.27972
cifar100,sym35,0.1,1500,1.0,margin,5,0.0,0.0,0.16721494738188486,0.11280940468248483,0.28837999999999997
cifar100,sym35,0.1,1500,1.0,maxlogit,5,0.0,0.0,0.1627161742780149,0.11112707985276145,0.20632
cifar100,sym35,0.1,1500,1.0,msp,5,0.0,0.0,0.16807795276047852,0.11527858044387389,0.29574
cifar100,sym35,0.1,2000,0.5,energy,5,1.0,0.06485139907656454,0.08639905982118365,0.05721846749095716,0.0863
cifar100,sym35,0.1,2000,0.5,entropy,5,0.2,0.023070930564812835,0.10523037677226521,0.06709540548615633,0.1519
cifar100,sym35,0.1,2000,0.5,margin,5,0.2,0.02335304147801831,0.10087422956447993,0.0672368005964988,0.15196
cifar100,sym35,0.1,2000,0.5,maxlogit,5,1.0,0.06824919166464875,0.08735638515847557,0.05719297112427542,0.09002000000000002
cifar100,sym35,0.1,2000,0.5,msp,5,0.6,0.0715653953084087,0.10055317794317667,0.06729599373213917,0.15330000000000002
cifar100,sym35,0.1,2000,0.7,energy,5,0.4,0.03624131577075576,0.10921129025333667,0.08117266827411523,0.13286
cifar100,sym35,0.1,2000,0.7,entropy,5,0.0,0.0,0.11564740263219848,0.08014484277816,0.18838
cifar100,sym35,0.1,2000,0.7,margin,5,0.0,0.0,0.12075222714598813,0.081701816620836,0.20342000000000002
cifar100,sym35,0.1,2000,0.7,maxlogit,5,0.6,0.0618082929524145,0.11047167219246519,0.08349854649794179,0.14276
cifar100,sym35,0.1,2000,0.7,msp,5,0.0,0.0,0.11686091894566024,0.08004630463832411,0.19838
cifar100,sym35,0.1,2000,1.0,energy,5,0.0,0.0,0.15564652056764977,0.10847752961727926,0.19054
cifar100,sym35,0.1,2000,1.0,entropy,5,0.0,0.0,0.14764755247351005,0.09980764600571794,0.2605
cifar100,sym35,0.1,2000,1.0,margin,5,0.0,0.0,0.15773541147076134,0.10813013948791783,0.28034
cifar100,sym35,0.1,2000,1.0,maxlogit,5,0.0,0.0,0.16012679696463805,0.11136599086854378,0.20474
cifar100,sym35,0.1,2000,1.0,msp,5,0.0,0.0,0.1499228160780605,0.09965272397658212,0.26276
cifar100,sym35,0.1,250,0.5,energy,5,0.0,0.0,0.4800764796284797,0.049435676015928035,0.06217999999999999
cifar100,sym35,0.1,250,0.5,entropy,5,0.0,0.0,0.33403170464966736,0.046381957479353184,0.09195999999999999
cifar100,sym35,0.1,250,0.5,margin,5,0.2,0.02650330017638542,0.3436963433390081,0.04726237577681983,0.0975
cifar100,sym35,0.1,250,0.5,maxlogit,5,0.0,0.0,0.49335942201449806,0.0479666092502369,0.06114000000000001
cifar100,sym35,0.1,250,0.5,msp,5,0.0,0.0,0.34451224358703286,0.0447556186822187,0.09434
cifar100,sym35,0.1,250,0.7,energy,5,0.0,0.0,0.3030821029073004,0.07153427083160122,0.11400000000000002
cifar100,sym35,0.1,250,0.7,entropy,5,0.0,0.0,0.25712896026128507,0.06459750809170653,0.14268
cifar100,sym35,0.1,250,0.7,margin,5,0.2,0.028584122906874516,0.2526834531739066,0.06279567801748494,0.14594000000000001
cifar100,sym35,0.1,250,0.7,maxlogit,5,0.0,0.0,0.3030821029073004,0.06887472922867317,0.11272
cifar100,sym35,0.1,250,0.7,msp,5,0.2,0.025813653888638988,0.26685058434518305,0.062483192886669016,0.14823999999999998
cifar100,sym35,0.1,250,1.0,energy,5,0.0,0.0,0.2881737904601737,0.07627202374621929,0.12924
cifar100,sym35,0.1,250,1.0,entropy,5,0.0,0.0,0.2660255473499147,0.105318547742043,0.25579999999999997
cifar100,sym35,0.1,250,1.0,margin,5,0.0,0.0,0.26173582623931757,0.11225689683483768,0.28004
cifar100,sym35,0.1,250,1.0,maxlogit,5,0.0,0.0,0.2983642146123181,0.08090672496234272,0.1426
cifar100,sym35,0.1,250,1.0,msp,5,0.0,0.0,0.2577628536568163,0.10807153819934082,0.27005999999999997
cifar100,sym35,0.1,500,0.5,energy,5,0.0,0.0,0.22652722663466474,0.05136943404258504,0.07150000000000001
cifar100,sym35,0.1,500,0.5,entropy,5,0.0,0.0,0.15065061923302722,0.06977507366554037,0.16052
cifar100,sym35,0.1,500,0.5,margin,5,0.0,0.0,0.15945414097413935,0.07585185987200749,0.18108
cifar100,sym35,0.1,500,0.5,maxlogit,5,0.0,0.0,0.18395334654868722,0.045333888624344246,0.06428
cifar100,sym35,0.1,500,0.5,msp,5,0.0,0.0,0.16203033186763519,0.07675744766742029,0.181
cifar100,sym35,0.1,500,0.7,energy,5,0.0,0.0,0.1891065440895649,0.0706222421739644,0.11880000000000002
cifar100,sym35,0.1,500,0.7,entropy,5,0.0,0.0,0.15939752556369635,0.08103695477291947,0.19036
cifar100,sym35,0.1,500,0.7,margin,5,0.0,0.0,0.17470093848879784,0.085336690933393,0.21404
cifar100,sym35,0.1,500,0.7,maxlogit,5,0.0,0.0,0.18488767155131,0.06937547744576264,0.11884000000000002
cifar100,sym35,0.1,500,0.7,msp,5,0.0,0.0,0.1614051576291666,0.08149104402473373,0.20034000000000002
cifar100,sym35,0.1,500,1.0,energy,5,0.0,0.0,0.19833721225809797,0.11119098228004923,0.20137999999999998
cifar100,sym35,0.1,500,1.0,entropy,5,0.0,0.0,0.18341856779582272,0.10189477143715382,0.2659
cifar100,sym35,0.1,500,1.0,margin,5,0.0,0.0,0.19162696471073268,0.10890820778679396,0.28278
cifar100,sym35,0.1,500,1.0,maxlogit,5,0.0,0.0,0.2048504307968467,0.11352250164997697,0.21627999999999997
cifar100,sym35,0.1,500,1.0,msp,5,0.0,0.0,0.18856694563766938,0.10202015020137076,0.26752
cifar100,sym35,0.1,full,0.5,energy,5,1.0,0.06900042537372392,0.07127799024194682,0.06026785714285714,0.0896
