dataset,regime,alpha,requested_budget,gamma,score_name,row_count,certification_rate,mean_certified_coverage_at_alpha,mean_cert_risk_ucb,mean_test_risk,mean_test_coverage
cifar10,sym35,0.05,250,0.7,entropy,5,0.0,0.0,0.34704441665765556,0.04749023205382823,0.1183
cifar10,sym35,0.05,250,0.7,margin,5,0.0,0.0,0.331666293288993,0.047971607787284466,0.12438
cifar10,sym35,0.05,250,0.7,maxlogit,5,0.0,0.0,0.5001793658706022,0.05869873221945312,0.0713
cifar10,sym35,0.05,250,0.7,msp,5,0.0,0.0,0.35540808080117514,0.047473310068929034,0.11816
cifar10,sym35,0.05,250,1.0,energy,5,0.0,0.0,0.3731369246910855,0.06325275943071633,0.10808
cifar10,sym35,0.05,250,1.0,entropy,5,0.0,0.0,0.34011276472255614,0.05039501798665019,0.12816
cifar10,sym35,0.05,250,1.0,margin,5,0.0,0.0,0.32797221380549424,0.0509203268389079,0.1328
cifar10,sym35,0.05,250,1.0,maxlogit,5,0.0,0.0,0.37354653714649244,0.06306324525152894,0.10664
cifar10,sym35,0.05,250,1.0,msp,5,0.0,0.0,0.345942033853853,0.050264306311072725,0.12802
cifar10,sym35,0.05,500,0.5,energy,5,0.0,0.0,0.3633888746768224,0.05047154921983277,0.032740000000000005
cifar10,sym35,0.05,500,0.5,entropy,5,0.0,0.0,0.3576703669723161,0.03473524735472573,0.038380000000000004
cifar10,sym35,0.05,500,0.5,margin,5,0.0,0.0,0.3697120024646413,0.035257963328647494,0.03492000000000001
cifar10,sym35,0.05,500,0.5,maxlogit,5,0.0,0.0,0.3633888746768224,0.051455888138071205,0.032119999999999996
cifar10,sym35,0.05,500,0.5,msp,5,0.0,0.0,0.3555148447644666,0.035615639897395426,0.035699999999999996
cifar10,sym35,0.05,500,0.7,energy,5,0.0,0.0,0.3633888746768224,0.05047154921983277,0.032740000000000005
cifar10,sym35,0.05,500,0.7,entropy,5,0.0,0.0,0.3107611934800329,0.03708406434084842,0.05740000000000001
cifar10,sym35,0.05,500,0.7,margin,5,0.0,0.0,0.3300781403219289,0.03676845247838244,0.056400000000000006
cifar10,sym35,0.05,500,0.7,maxlogit,5,0.0,0.0,0.3633888746768224,0.051455888138071205,0.032119999999999996
cifar10,sym35,0.05,500,0.7,msp,5,0.0,0.0,0.3163733161276704,0.037742498172915744,0.05188
cifar10,sym35,0.05,500,1.0,energy,5,0.0,0.0,0.30175484718458273,0.053524942164604204,0.05066
cifar10,sym35,0.05,500,1.0,entropy,5,0.0,0.0,0.2573356658563907,0.039785606287669494,0.07242
cifar10,sym35,0.05,500,1.0,margin,5,0.0,0.0,0.24824083276100262,0.03913767560082791,0.0711
cifar10,sym35,0.05,500,1.0,maxlogit,5,0.0,0.0,0.30440105932169215,0.05360608892417854,0.0521
cifar10,sym35,0.05,500,1.0,msp,5,0.0,0.0,0.255423357510172,0.039504366644194586,0.07221999999999999
cifar10,sym35,0.05,full,0.5,energy,5,0.0,0.0,0.16457423862402418,0.05494505494505495,0.0273
cifar10,sym35,0.05,full,0.5,entropy,5,0.0,0.0,0.1475599743266666,0.03463203463203463,0.0231
cifar10,sym35,0.05,full,0.5,margin,5,0.0,0.0,0.16165368639475128,0.026737967914438505,0.0187
cifar10,sym35,0.05,full,0.5,maxlogit,5,0.0,0.0,0.17086370410812396,0.055762081784386616,0.0269
cifar10,sym35,0.05,full,0.5,msp,5,0.0,0.0,0.15190805854884037,0.03508771929824561,0.0228
cifar10,sym35,0.05,full,0.7,energy,5,0.0,0.0,0.1381681358388824,0.05707196029776675,0.0403
cifar10,sym35,0.05,full,0.7,entropy,5,0.0,0.0,0.14825191453657005,0.0313588850174216,0.028699999999999996
cifar10,sym35,0.05,full,0.7,margin,5,0.0,0.0,0.10500608167989274,0.04807692307692308,0.052000000000000005
cifar10,sym35,0.05,full,0.7,maxlogit,5,0.0,0.0,0.13724364663275562,0.05239179954441914,0.0439
cifar10,sym35,0.05,full,0.7,msp,5,0.0,0.0,0.15012419867167043,0.03180212014134275,0.0283
cifar10,sym35,0.05,full,1.0,energy,5,0.0,0.0,0.10937664485492096,0.058333333333333334,0.084
cifar10,sym35,0.05,full,1.0,entropy,5,0.0,0.0,0.11146542064796447,0.04132231404958678,0.1089
cifar10,sym35,0.05,full,1.0,margin,5,0.0,0.0,0.10804929265500443,0.04966887417218543,0.060399999999999995
cifar10,sym35,0.05,full,1.0,maxlogit,5,0.0,0.0,0.11031069653188803,0.05690072639225181,0.0826
cifar10,sym35,0.05,full,1.0,msp,5,0.0,0.0,0.11316280392704244,0.041121495327102804,0.10700000000000001
cifar10,sym35,0.1,1000,0.5,energy,5,0.0,0.0,0.1607210462316723,0.058820107925192336,0.08675999999999999
cifar10,sym35,0.1,1000,0.5,entropy,5,0.0,0.0,0.15765165143197526,0.04119698621446064,0.08042
cifar10,sym35,0.1,1000,0.5,margin,5,0.0,0.0,0.16321255781664368,0.04365877199528769,0.0616
cifar10,sym35,0.1,1000,0.5,maxlogit,5,0.0,0.0,0.15689824791437287,0.05825959751220615,0.08778
cifar10,sym35,0.1,1000,0.5,msp,5,0.0,0.0,0.16393138785372594,0.04194746452682306,0.08004
cifar10,sym35,0.1,1000,0.7,energy,5,0.0,0.0,0.13651750571103613,0.06865353046720643,0.1517
cifar10,sym35,0.1,1000,0.7,entropy,5,0.0,0.0,0.13364736918649037,0.05751582401436225,0.15234
cifar10,sym35,0.1,1000,0.7,margin,5,0.2,0.025718920886870177,0.13453664691282763,0.05710974286242754,0.15046
cifar10,sym35,0.1,1000,0.7,maxlogit,5,0.0,0.0,0.1351115198287925,0.06845082224222707,0.1503
cifar10,sym35,0.1,1000,0.7,msp,5,0.0,0.0,0.1407509506855348,0.0547598100151645,0.14156000000000002
cifar10,sym35,0.1,1000,1.0,energy,5,0.0,0.0,0.12303192303344188,0.0872698075930614,0.24452
cifar10,sym35,0.1,1000,1.0,entropy,5,0.0,0.0,0.11893516673396627,0.0959071877636146,0.33406
cifar10,sym35,0.1,1000,1.0,margin,5,0.0,0.0,0.11951067502171298,0.09577198810040358,0.33182
cifar10,sym35,0.1,1000,1.0,maxlogit,5,0.0,0.0,0.12193484575173116,0.08710608578666383,0.24698000000000003
cifar10,sym35,0.1,1000,1.0,msp,5,0.0,0.0,0.11896697179317695,0.09508953093564157,0.3301
cifar10,sym35,0.1,1500,0.5,energy,5,0.2,0.024596517442981355,0.14815507251643942,0.056012707181743504,0.07316
cifar10,sym35,0.1,1500,0.5,entropy,5,0.2,0.030233871501446446,0.13606796126704146,0.04691608947419654,0.11402000000000001
cifar10,sym35,0.1,1500,0.5,margin,5,0.2,0.029604767231008227,0.14015950451154882,0.04470829998936638,0.11188000000000001
cifar10,sym35,0.1,1500,0.5,maxlogit,5,0.2,0.024222812578489142,0.15232217775360474,0.05566728780639494,0.06736
cifar10,sym35,0.1,1500,0.5,msp,5,0.2,0.02947902318521118,0.14187651199510645,0.04703699726210165,0.11134
cifar10,sym35,0.1,1500,0.7,energy,5,0.2,0.03351505678706811,0.13400805923414472,0.06931073232237384,0.16432
cifar10,sym35,0.1,1500,0.7,entropy,5,0.2,0.03871968176413712,0.11754085090480668,0.06159635018232799,0.1669
cifar10,sym35,0.1,1500,0.7,margin,5,0.2,0.04050459284950088,0.12071226961964761,0.061920275192965835,0.18026
cifar10,sym35,0.1,1500,0.7,maxlogit,5,0.2,0.03313564907778044,0.1330560241372358,0.06887601385718531,0.16396
cifar10,sym35,0.1,1500,0.7,msp,5,0.2,0.03655742703464432,0.11732661477990322,0.06148999231369838,0.18012
cifar10,sym35,0.1,1500,1.0,energy,5,0.0,0.0,0.13647483701802396,0.09835740639270799,0.2859
cifar10,sym35,0.1,1500,1.0,entropy,5,0.2,0.05814405517952566,0.12419892402382442,0.09664631010314674,0.33704
cifar10,sym35,0.1,1500,1.0,margin,5,0.0,0.0,0.12694759230331676,0.09837180787406612,0.34126
cifar10,sym35,0.1,1500,1.0,maxlogit,5,0.0,0.0,0.13520984432978073,0.09728911084161787,0.28828
cifar10,sym35,0.1,1500,1.0,msp,5,0.0,0.0,0.12535874042199485,0.09777448461441257,0.34124
cifar10,sym35,0.1,2000,0.5,energy,5,0.0,0.0,0.13730169663561834,0.055619176929858606,0.07388
cifar10,sym35,0.1,2000,0.5,entropy,5,0.0,0.0,0.1220995197230097,0.045569523983454756,0.1163
cifar10,sym35,0.1,2000,0.5,margin,5,0.0,0.0,0.11603408001768314,0.048739307898242046,0.10224000000000003
cifar10,sym35,0.1,2000,0.5,maxlogit,5,0.0,0.0,0.13655659676725226,0.05594352111624079,0.07704
cifar10,sym35,0.1,2000,0.5,msp,5,0.0,0.0,0.11964358537636226,0.04467567755028514,0.11966000000000002
cifar10,sym35,0.1,2000,0.7,energy,5,0.0,0.0,0.12194611977943655,0.06903170180870724,0.15502
cifar10,sym35,0.1,2000,0.7,entropy,5,0.0,0.0,0.11231679354486471,0.05874599037497589,0.1693
cifar10,sym35,0.1,2000,0.7,margin,5,0.0,0.0,0.11456212947778514,0.05830506705481313,0.16736
cifar10,sym35,0.1,2000,0.7,maxlogit,5,0.0,0.0,0.12233612679547481,0.06740831393759969,0.15696000000000002
cifar10,sym35,0.1,2000,0.7,msp,5,0.0,0.0,0.11318762724854581,0.05953671967083577,0.17021999999999998
cifar10,sym35,0.1,2000,1.0,energy,5,0.0,0.0,0.1319271025613765,0.0950527085288692,0.27158
cifar10,sym35,0.1,2000,1.0,entropy,5,0.0,0.0,0.11619314763399406,0.08928405415054337,0.30738000000000004
cifar10,sym35,0.1,2000,1.0,margin,5,0.0,0.0,0.11603677693195028,0.0905280891092726,0.30814
cifar10,sym35,0.1,2000,1.0,maxlogit,5,0.0,0.0,0.13218975836975905,0.0947509085364336,0.27896
cifar10,sym35,0.1,2000,1.0,msp,5,0.0,0.0,0.11533454079253802,0.09014801262156766,0.30954000000000004
cifar10,sym35,0.1,250,0.5,energy,5,0.0,0.0,0.3731369246910855,0.06325275943071633,0.10808
cifar10,sym35,0.1,250,0.5,entropy,5,0.0,0.0,0.34011276472255614,0.05039501798665019,0.12816
cifar10,sym35,0.1,250,0.5,margin,5,0.0,0.0,0.32797221380549424,0.0509203268389079,0.1328
cifar10,sym35,0.1,250,0.5,maxlogit,5,0.0,0.0,0.37354653714649244,0.06306324525152894,0.10664
cifar10,sym35,0.1,250,0.5,msp,5,0.0,0.0,0.345942033853853,0.050264306311072725,0.12802
cifar10,sym35,0.1,250,0.7,energy,5,0.0,0.0,0.29060176902626267,0.06871809782071885,0.14653999999999998
cifar10,sym35,0.1,250,0.7,entropy,5,0.0,0.0,0.24353765783370945,0.06636184203162913,0.20102000000000003
cifar10,sym35,0.1,250,0.7,margin,5,0.0,0.0,0.23523560188712955,0.06528380914543186,0.19755999999999999
cifar10,sym35,0.1,250,0.7,maxlogit,5,0.0,0.0,0.289978179259739,0.06851763204328347,0.14546
cifar10,sym35,0.1,250,0.7,msp,5,0.0,0.0,0.2379412174102546,0.0652991475571714,0.19826000000000002
cifar10,sym35,0.1,250,1.0,energy,5,0.0,0.0,0.2175029542952877,0.10190941978582417,0.30034
cifar10,sym35,0.1,250,1.0,entropy,5,0.0,0.0,0.2057018281163976,0.10479572453320471,0.36888
cifar10,sym35,0.1,250,1.0,margin,5,0.0,0.0,0.20527717717166438,0.11355024472695789,0.39706
cifar10,sym35,0.1,250,1.0,maxlogit,5,0.0,0.0,0.22192917176228383,0.10034659660991678,0.30118
cifar10,sym35,0.1,250,1.0,msp,5,0.0,0.0,0.20779060185034073,0.11047701810608397,0.39048
cifar10,sym35,0.1,500,0.5,energy,5,0.0,0.0,0.30175484718458273,0.053524942164604204,0.05066
cifar10,sym35,0.1,500,0.5,entropy,5,0.0,0.0,0.2573356658563907,0.039785606287669494,0.07242
cifar10,sym35,0.1,500,0.5,margin,5,0.0,0.0,0.24824083276100262,0.03913767560082791,0.0711
cifar10,sym35,0.1,500,0.5,maxlogit,5,0.0,0.0,0.30440105932169215,0.05360608892417854,0.0521
cifar10,sym35,0.1,500,0.5,msp,5,0.0,0.0,0.255423357510172,0.039504366644194586,0.07221999999999999
cifar10,sym35,0.1,500,0.7,energy,5,0.0,0.0,0.1506110809674613,0.06478291649855145,0.12392
cifar10,sym35,0.1,500,0.7,entropy,5,0.0,0.0,0.1441352976413018,0.060121887612079095,0.17438000000000003
cifar10,sym35,0.1,500,0.7,margin,5,0.0,0.0,0.1426892437175134,0.0629199665560249,0.18454
cifar10,sym35,0.1,500,0.7,maxlogit,5,0.0,0.0,0.147805523049691,0.06398470957034776,0.1233
cifar10,sym35,0.1,500,0.7,msp,5,0.0,0.0,0.14334517718464618,0.06279284924295256,0.18075999999999998
cifar10,sym35,0.1,500,1.0,energy,5,0.0,0.0,0.1536858847345589,0.08311430691425217,0.22838000000000003
cifar10,sym35,0.1,500,1.0,entropy,5,0.0,0.0,0.13995469278068734,0.07661208568597312,0.24724
cifar10,sym35,0.1,500,1.0,margin,5,0.0,0.0,0.1551826165434836,0.07990243308997091,0.25726
cifar10,sym35,0.1,500,1.0,maxlogit,5,0.0,0.0,0.1461275390502943,0.08280582983032536,0.23115999999999998
cifar10,sym35,0.1,500,1.0,msp,5,0.0,0.0,0.14517163006334122,0.08158105327108951,0.27003999999999995
cifar10,sym35,0.1,full,0.5,energy,5,0.0,0.0,0.10937664485492096,0.058333333333333334,0.084
cifar10,sym35,0.1,full,0.5,entropy,5,0.0,0.0,0.11146542064796447,0.04132231404958678,0.1089
cifar10,sym35,0.1,full,0.5,margin,5,0.0,0.0,0.10804929265500443,0.04966887417218543,0.060399999999999995
cifar10,sym35,0.1,full,0.5,maxlogit,5,0.0,0.0,0.11031069653188803,0.05690072639225181,0.0826
cifar10,sym35,0.1,full,0.5,msp,5,0.0,0.0,0.11316280392704244,0.041121495327102804,0.10700000000000001
cifar10,sym35,0.1,full,0.7,energy,5,0.0,0.0,0.10717746327808601,0.06645367412140575,0.1565
cifar10,sym35,0.1,full,0.7,entropy,5,0.0,0.0,0.10130866555087914,0.057788944723618084,0.1592
cifar10,sym35,0.1,full,0.7,margin,5,0.0,0.0,0.10471899817004063,0.05682520074119827,0.1619
cifar10,sym35,0.1,full,0.7,maxlogit,5,0.0,0.0,0.1077505685633724,0.06918982850384388,0.1691
cifar10,sym35,0.1,full,0.7,msp,5,0.0,0.0,0.10599574218242543,0.05689001264222503,0.1582
cifar10,sym35,0.1,full,1.0,energy,5,0.0,0.0,0.12605136691563495,0.09522072236410069,0.2741
cifar10,sym35,0.1,full,1.0,entropy,5,0.0,0.0,0.10433214227028145,0.08760330578512397,0.3025
cifar10,sym35,0.1,full,1.0,margin,5,0.0,0.0,0.10935256783139953,0.09193548387096774,0.31
cifar10,sym35,0.1,full,1.0,maxlogit,5,0.0,0.0,0.12343922867140393,0.09588068181818182,0.2816
cifar10,sym35,0.1,full,1.0,msp,5,0.0,0.0,0.10379161975385023,0.08797364085667216,0.3035
cifar100,asym20,0.05,1000,0.5,energy,5,0.0,0.0,0.23086241406969615,0.0373482396879949,0.04823999999999999
cifar100,asym20,0.05,1000,0.5,entropy,5,0.0,0.0,0.07401764539739976,0.03390561833169896,0.18612
cifar100,asym20,0.05,1000,0.5,margin,5,0.0,0.0,0.0918462926369005,0.03304931730771421,0.16226
cifar100,asym20,0.05,1000,0.5,maxlogit,5,0.0,0.0,0.1474968681549197,0.03752312172647142,0.06264
cifar100,asym20,0.05,1000,0.5,msp,5,0.0,0.0,0.08776282767269086,0.0318689808860526,0.16394
cifar100,asym20,0.05,1000,0.7,energy,5,0.0,0.0,0.17744460122514247,0.04472850527810186,0.08474
cifar100,asym20,0.05,1000,0.7,entropy,5,0.0,0.0,0.09200195314305995,0.042431176955037425,0.22165999999999997
cifar100,asym20,0.05,1000,0.7,margin,5,0.0,0.0,0.08772167140925448,0.04405645697117373,0.21964
cifar100,asym20,0.05,1000,0.7,maxlogit,5,0.0,0.0,0.14581343688445295,0.046116538620982896,0.10036
cifar100,asym20,0.05,1000,0.7,msp,5,0.0,0.0,0.0865483525090789,0.04302098182191556,0.22088000000000002
cifar100,asym20,0.05,1000,1.0,energy,5,0.0,0.0,0.1413121809151194,0.05815376500100321,0.1497
cifar100,asym20,0.05,1000,1.0,entropy,5,0.0,0.0,0.09432762711282386,0.05210619930852263,0.26578
cifar100,asym20,0.05,1000,1.0,margin,5,0.0,0.0,0.09384414558901419,0.05309694459867721,0.26186
cifar100,asym20,0.05,1000,1.0,maxlogit,5,0.0,0.0,0.13709466761937847,0.060641548188541186,0.16795999999999997
cifar100,asym20,0.05,1000,1.0,msp,5,0.0,0.0,0.09353797819834263,0.05247249440153316,0.26374
cifar100,asym20,0.05,1500,0.5,energy,5,0.0,0.0,0.20351525745577784,0.03534335866181711,0.03994
cifar100,asym20,0.05,1500,0.5,entropy,5,0.0,0.0,0.06506799495017826,0.02745007740105453,0.15942
cifar100,asym20,0.05,1500,0.5,margin,5,0.2,0.011022293560555054,0.06755849849027695,0.029169480842316527,0.15456
cifar100,asym20,0.05,1500,0.5,maxlogit,5,0.0,0.0,0.18537432397291653,0.035150505542556,0.03674
cifar100,asym20,0.05,1500,0.5,msp,5,0.2,0.010903245419622842,0.06431851637450116,0.02773460774845467,0.15284
cifar100,asym20,0.05,1500,0.7,energy,5,0.0,0.0,0.16556506155399248,0.04242828888338136,0.07574
cifar100,asym20,0.05,1500,0.7,entropy,5,0.2,0.023103461073524595,0.06707027186379834,0.036997275135649835,0.19526
cifar100,asym20,0.05,1500,0.7,margin,5,0.2,0.024098308557161805,0.06816048721549899,0.036975231890739105,0.19002
cifar100,asym20,0.05,1500,0.7,maxlogit,5,0.0,0.0,0.1368657923353363,0.040188044356231745,0.0806
cifar100,asym20,0.05,1500,0.7,msp,5,0.2,0.022482781802170067,0.06737828846435333,0.03700417915594932,0.19436
cifar100,asym20,0.05,1500,1.0,energy,5,0.0,0.0,0.10070419184773208,0.05953073253714303,0.14656
cifar100,asym20,0.05,1500,1.0,entropy,5,0.0,0.0,0.07586925174901621,0.0479320162270527,0.24846
cifar100,asym20,0.05,1500,1.0,margin,5,0.0,0.0,0.07305332116218448,0.044964290054912905,0.22656
cifar100,asym20,0.05,1500,1.0,maxlogit,5,0.0,0.0,0.0998946180935921,0.06264285646846926,0.17388
cifar100,asym20,0.05,1500,1.0,msp,5,0.0,0.0,0.07268038000880737,0.04560981543443657,0.23485999999999999
cifar100,asym20,0.05,2000,0.5,energy,5,0.0,0.0,0.16049144688099387,0.03063870494192276,0.032499999999999994
cifar100,asym20,0.05,2000,0.5,entropy,5,0.6,0.07118842263380831,0.05121358430270356,0.023365944009645707,0.14465999999999998
cifar100,asym20,0.05,2000,0.5,margin,5,0.4,0.047930516169128495,0.053641494314434345,0.02629945580540846,0.14453999999999997
cifar100,asym20,0.05,2000,0.5,maxlogit,5,0.0,0.0,0.13920372026073896,0.03171935351564061,0.03726
cifar100,asym20,0.05,2000,0.5,msp,5,0.4,0.04623598333210786,0.05314737339616586,0.024454823331210036,0.14372000000000001
cifar100,asym20,0.05,2000,0.7,energy,5,0.0,0.0,0.12723834823563135,0.03664920034307351,0.05272
cifar100,asym20,0.05,2000,0.7,entropy,5,0.0,0.0,0.0624969947124419,0.03350426603939259,0.18388000000000002
cifar100,asym20,0.05,2000,0.7,margin,5,0.0,0.0,0.0677389792309948,0.03365753339017301,0.18178
cifar100,asym20,0.05,2000,0.7,maxlogit,5,0.0,0.0,0.09921012642504212,0.03603096261118727,0.061919999999999996
cifar100,asym20,0.05,2000,0.7,msp,5,0.0,0.0,0.06589325841830651,0.03596323512849046,0.19106
cifar100,asym20,0.05,2000,1.0,energy,5,0.0,0.0,0.10017052985769972,0.05621679467937559,0.13521999999999998
cifar100,asym20,0.05,2000,1.0,entropy,5,0.0,0.0,0.06964242497586495,0.045237036292390606,0.23666
cifar100,asym20,0.05,2000,1.0,margin,5,0.0,0.0,0.06768368385133078,0.044175685673107465,0.21932000000000001
cifar100,asym20,0.05,2000,1.0,maxlogit,5,0.0,0.0,0.09333809035120189,0.05889516940656927,0.16228
cifar100,asym20,0.05,2000,1.0,msp,5,0.0,0.0,0.06674318538551005,0.04550792968761798,0.23066
cifar100,asym20,0.05,250,0.5,energy,5,0.0,0.0,0.3276127810095835,0.044708627147079016,0.08336
cifar100,asym20,0.05,250,0.5,entropy,5,0.0,0.0,0.2208416954835585,0.024030933186934205,0.12442
cifar100,asym20,0.05,250,0.5,margin,5,0.0,0.0,0.21541595730929605,0.02544604218209992,0.11980000000000002
cifar100,asym20,0.05,250,0.5,maxlogit,5,0.0,0.0,0.3155626196617869,0.04239913698970386,0.08428
cifar100,asym20,0.05,250,0.5,msp,5,0.0,0.0,0.22757814655449643,0.024244806334715915,0.1213
cifar100,asym20,0.05,250,0.7,energy,5,0.0,0.0,0.21333418057439232,0.051395707767550106,0.11601999999999998
cifar100,asym20,0.05,250,0.7,entropy,5,0.0,0.0,0.19949606180186513,0.0336301467427205,0.17048000000000002
cifar100,asym20,0.05,250,0.7,margin,5,0.0,0.0,0.13915284809036188,0.044389344402667466,0.21962
cifar100,asym20,0.05,250,0.7,maxlogit,5,0.0,0.0,0.21462867330816446,0.04712185244349824,0.11288000000000001
cifar100,asym20,0.05,250,0.7,msp,5,0.0,0.0,0.14029315774895307,0.04158905574786107,0.21719999999999998
cifar100,asym20,0.05,250,1.0,energy,5,0.0,0.0,0.1975913903997339,0.05656600618196567,0.13599999999999998
cifar100,asym20,0.05,250,1.0,entropy,5,0.0,0.0,0.15193972651745585,0.047320201951653,0.24676
cifar100,asym20,0.05,250,1.0,margin,5,0.0,0.0,0.15012019927438564,0.053303808344209704,0.25894
cifar100,asym20,0.05,250,1.0,maxlogit,5,0.0,0.0,0.19852828212891896,0.0509259111778461,0.13201999999999997
cifar100,asym20,0.05,250,1.0,msp,5,0.0,0.0,0.1493332248752916,0.05116362479161,0.25682
cifar100,asym20,0.05,500,0.5,energy,5,0.0,0.0,0.40821269101114116,0.03770287357288642,0.047459999999999995
cifar100,asym20,0.05,500,0.5,entropy,5,0.0,0.0,0.09264420778353528,0.02417498020383211,0.13948
cifar100,asym20,0.05,500,0.5,margin,5,0.0,0.0,0.10999729388545039,0.027119186964533182,0.13586
cifar100,asym20,0.05,500,0.5,maxlogit,5,0.0,0.0,0.36744530465012654,0.034196642313459785,0.048639999999999996
cifar100,asym20,0.05,500,0.5,msp,5,0.0,0.0,0.09838774699829964,0.026070069795289346,0.14228000000000002
cifar100,asym20,0.05,500,0.7,energy,5,0.0,0.0,0.4052743071651486,0.039187549373572814,0.050940000000000006
cifar100,asym20,0.05,500,0.7,entropy,5,0.0,0.0,0.09055579376207741,0.02870314024911182,0.16654
cifar100,asym20,0.05,500,0.7,margin,5,0.0,0.0,0.1123639280066129,0.030027988048309286,0.15319999999999998
cifar100,asym20,0.05,500,0.7,maxlogit,5,0.0,0.0,0.36395556997055356,0.035332243323786754,0.05202
cifar100,asym20,0.05,500,0.7,msp,5,0.0,0.0,0.09406810085168141,0.030081648687451557,0.16544
cifar100,asym20,0.05,500,1.0,energy,5,0.0,0.0,0.1712965816441398,0.05143109577836051,0.11073999999999999
cifar100,asym20,0.05,500,1.0,entropy,5,0.0,0.0,0.09116367050674032,0.045532035427617856,0.23579999999999995
cifar100,asym20,0.05,500,1.0,margin,5,0.0,0.0,0.09232355607601994,0.048535376562238254,0.24196
cifar100,asym20,0.05,500,1.0,maxlogit,5,0.0,0.0,0.1565510367676353,0.0495376737331227,0.12434
cifar100,asym20,0.05,500,1.0,msp,5,0.0,0.0,0.09440483268695055,0.04648457083025155,0.23952
cifar100,asym20,0.05,full,0.5,energy,5,0.0,0.0,0.1426534809846898,0.026455026455026454,0.0189
cifar100,asym20,0.05,full,0.5,entropy,5,1.0,0.1253175518737647,0.04936260664934069,0.023858214042263123,0.1467
cifar100,asym20,0.05,full,0.5,margin,5,1.0,0.12645673344723138,0.04895347429143951,0.027192386131883073,0.1471
cifar100,asym20,0.05,full,0.5,maxlogit,5,0.0,0.0,0.11552072637884125,0.02857142857142857,0.0175
cifar100,asym20,0.05,full,0.5,msp,5,0.0,0.0,0.05274236613501795,0.02786573780873971,0.1579
cifar100,asym20,0.05,full,0.7,energy,5,0.0,0.0,0.0872631995441781,0.03639846743295019,0.0522
cifar100,asym20,0.05,full,0.7,entropy,5,0.0,0.0,0.060817333730362674,0.0354122621564482,0.1892
cifar100,asym20,0.05,full,0.7,margin,5,0.0,0.0,0.06570552730723175,0.034592868547099524,0.1879
cifar100,asym20,0.05,full,0.7,maxlogit,5,0.0,0.0,0.09841399995183454,0.044136191677175286,0.0793
cifar100,asym20,0.05,full,0.7,msp,5,0.0,0.0,0.06556652066062324,0.034592868547099524,0.1879
cifar100,asym20,0.05,full,1.0,energy,5,0.0,0.0,0.09579457823036751,0.06222222222222222,0.1575
cifar100,asym20,0.05,full,1.0,entropy,5,0.0,0.0,0.06745178923222793,0.04649232046492321,0.24089999999999998
cifar100,asym20,0.05,full,1.0,margin,5,0.0,0.0,0.0661918789064948,0.04504906333630687,0.2242
cifar100,asym20,0.05,full,1.0,maxlogit,5,0.0,0.0,0.08872156260170244,0.06195715112912566,0.1727
cifar100,asym20,0.05,full,1.0,msp,5,0.0,0.0,0.06503740094881187,0.0467687074829932,0.2352
cifar100,asym20,0.1,1000,0.5,energy,5,0.0,0.0,0.1413121809151194,0.05815376500100321,0.1497
cifar100,asym20,0.1,1000,0.5,entropy,5,0.6,0.1278446801437568,0.09432762711282386,0.05210619930852263,0.26578
cifar100,asym20,0.1,1000,0.5,margin,5,0.6,0.11646192273222482,0.09384414558901419,0.05309694459867721,0.26186
cifar100,asym20,0.1,1000,0.5,maxlogit,5,0.2,0.024611824872101343,0.13709466761937847,0.060641548188541186,0.16795999999999997
cifar100,asym20,0.1,1000,0.5,msp,5,0.8,0.1680256760008624,0.09353797819834263,0.05247249440153316,0.26374
cifar100,asym20,0.1,1000,0.7,energy,5,0.0,0.0,0.13867324698271283,0.07268361623398127,0.20486
cifar100,asym20,0.1,1000,0.7,entropy,5,0.2,0.046426669673079804,0.10862674197195168,0.07036360323991,0.34122
cifar100,asym20,0.1,1000,0.7,margin,5,0.2,0.0537194874443971,0.11067439681562392,0.07769589046853823,0.35894000000000004
cifar100,asym20,0.1,1000,0.7,maxlogit,5,0.2,0.02775595717146514,0.12933429661295728,0.07071110271163461,0.21456
cifar100,asym20,0.1,1000,0.7,msp,5,0.2,0.056034469280134294,0.10999007212236767,0.07504368235635016,0.35596
cifar100,asym20,0.1,1000,1.0,energy,5,0.0,0.0,0.14297351953149712,0.09434438556316538,0.3012
cifar100,asym20,0.1,1000,1.0,entropy,5,0.0,0.0,0.1293715578749806,0.10215042621099213,0.44765999999999995
cifar100,asym20,0.1,1000,1.0,margin,5,0.0,0.0,0.12559532771174764,0.09616879726434067,0.43194
cifar100,asym20,0.1,1000,1.0,maxlogit,5,0.0,0.0,0.13526076614359062,0.09344417457038232,0.31054000000000004
cifar100,asym20,0.1,1000,1.0,msp,5,0.0,0.0,0.12587469153638198,0.09768344166961321,0.43964
cifar100,asym20,0.1,1500,0.5,energy,5,0.6,0.06592041629858122,0.10070419184773208,0.05953073253714303,0.14656
cifar100,asym20,0.1,1500,0.5,entropy,5,1.0,0.21633785051324125,0.07586925174901621,0.0479320162270527,0.24846
cifar100,asym20,0.1,1500,0.5,margin,5,1.0,0.20253778460571797,0.07305332116218448,0.044964290054912905,0.22656
cifar100,asym20,0.1,1500,0.5,maxlogit,5,0.6,0.08655596265641137,0.0998946180935921,0.06264285646846926,0.17388
cifar100,asym20,0.1,1500,0.5,msp,5,1.0,0.20510115508731808,0.07268038000880737,0.04560981543443657,0.23485999999999999
